in s,C1 in V,C2 in V
-2.9583667E-01,5.89152E+00,6.78168E+00
-2.9582287E-01,5.92082E+00,6.72309E+00
-2.9580907E-01,5.89152E+00,6.69379E+00
-2.9579527E-01,5.83293E+00,6.72309E+00
-2.9578147E-01,5.83293E+00,6.78168E+00
-2.9576767E-01,5.86223E+00,6.81098E+00
-2.9575387E-01,5.89152E+00,6.66449E+00
-2.9574007E-01,5.89152E+00,6.78168E+00
-2.9572627E-01,5.92082E+00,6.69379E+00
-2.9571247E-01,5.92082E+00,6.78168E+00
-2.9569867E-01,5.86223E+00,6.78168E+00
-2.9568487E-01,5.95012E+00,6.72309E+00
-2.9567107E-01,5.86223E+00,6.66449E+00
-2.9565727E-01,5.92082E+00,6.72309E+00
-2.9564347E-01,5.92082E+00,6.78168E+00
-2.9562967E-01,5.77434E+00,6.81098E+00
-2.9561587E-01,5.74504E+00,6.81098E+00
-2.9560207E-01,5.83293E+00,6.72309E+00
-2.9558827E-01,5.89152E+00,6.78168E+00
-2.9557447E-01,5.95012E+00,6.81098E+00
-2.9556067E-01,5.92082E+00,6.84027E+00
-2.9554687E-01,5.86223E+00,6.72309E+00
-2.9553307E-01,5.89152E+00,6.72309E+00
-2.9551927E-01,5.83293E+00,6.81098E+00
-2.9550547E-01,5.83293E+00,6.89887E+00
-2.9549167E-01,5.80363E+00,6.78168E+00
-2.9547787E-01,5.89152E+00,6.72309E+00
-2.9546407E-01,5.89152E+00,6.72309E+00
-2.9545027E-01,5.86223E+00,6.75238E+00
-2.9543647E-01,5.95012E+00,6.72309E+00
-2.9542267E-01,5.92082E+00,6.75238E+00
-2.9540887E-01,5.83293E+00,6.75238E+00
-2.9539507E-01,5.86223E+00,6.84027E+00
-2.9538127E-01,5.83293E+00,6.72309E+00
-2.9536747E-01,5.74504E+00,6.72309E+00
-2.9535367E-01,5.92082E+00,6.81098E+00
-2.9533987E-01,5.95012E+00,6.75238E+00
-2.9532607E-01,5.89152E+00,6.81098E+00
-2.9531227E-01,5.86223E+00,6.69379E+00
-2.9529847E-01,5.89152E+00,6.84027E+00
-2.9528467E-01,5.80363E+00,6.69379E+00
-2.9527087E-01,5.92082E+00,6.78168E+00
-2.9525707E-01,5.83293E+00,6.60590E+00
-2.9524327E-01,5.86223E+00,6.72309E+00
-2.9522947E-01,5.92082E+00,6.78168E+00
-2.9521567E-01,5.92082E+00,6.75238E+00
-2.9520187E-01,5.97941E+00,6.75238E+00
-2.9518807E-01,5.92082E+00,6.72309E+00
-2.9517427E-01,5.89152E+00,6.89887E+00
-2.9516047E-01,5.83293E+00,6.69379E+00
-2.9514667E-01,5.86223E+00,6.69379E+00
-2.9513287E-01,5.95012E+00,6.84027E+00
-2.9511907E-01,5.86223E+00,6.78168E+00
-2.9510527E-01,5.83293E+00,6.72309E+00
-2.9509147E-01,5.80363E+00,6.63520E+00
-2.9507767E-01,5.89152E+00,6.75238E+00
-2.9506387E-01,5.92082E+00,6.75238E+00
-2.9505007E-01,5.80363E+00,6.69379E+00
-2.9503627E-01,5.89152E+00,6.72309E+00
-2.9502247E-01,5.77434E+00,6.78168E+00
-2.9500867E-01,5.92082E+00,6.81098E+00
-2.9499487E-01,5.80363E+00,6.72309E+00
-2.9498107E-01,5.86223E+00,6.78168E+00
-2.9496727E-01,5.86223E+00,6.75238E+00
-2.9495347E-01,5.80363E+00,6.60590E+00
-2.9493967E-01,5.77434E+00,6.78168E+00
-2.9492587E-01,5.83293E+00,6.66449E+00
-2.9491207E-01,5.92082E+00,6.78168E+00
-2.9489827E-01,5.89152E+00,6.72309E+00
-2.9488447E-01,5.80363E+00,6.69379E+00
-2.9487067E-01,5.92082E+00,6.72309E+00
-2.9485687E-01,5.89152E+00,6.72309E+00
-2.9484307E-01,5.89152E+00,6.72309E+00
-2.9482927E-01,5.92082E+00,6.63520E+00
-2.9481547E-01,5.86223E+00,6.63520E+00
-2.9480167E-01,5.89152E+00,6.81098E+00
-2.9478787E-01,5.92082E+00,6.66449E+00
-2.9477407E-01,5.86223E+00,6.72309E+00
-2.9476027E-01,5.83293E+00,6.66449E+00
-2.9474647E-01,5.92082E+00,6.72309E+00
-2.9473267E-01,5.86223E+00,6.75238E+00
-2.9471887E-01,5.92082E+00,6.78168E+00
-2.9470507E-01,5.86223E+00,6.69379E+00
-2.9469127E-01,5.89152E+00,6.72309E+00
-2.9467747E-01,6.00871E+00,6.78168E+00
-2.9466367E-01,5.71574E+00,6.72309E+00
-2.9464987E-01,5.95012E+00,6.72309E+00
-2.9463607E-01,5.95012E+00,6.63520E+00
-2.9462227E-01,5.86223E+00,6.60590E+00
-2.9460847E-01,5.80363E+00,6.72309E+00
-2.9459467E-01,6.00871E+00,6.75238E+00
-2.9458087E-01,5.89152E+00,6.63520E+00
-2.9456707E-01,5.86223E+00,6.81098E+00
-2.9455327E-01,5.74504E+00,6.69379E+00
-2.9453947E-01,5.86223E+00,6.63520E+00
-2.9452567E-01,5.80363E+00,6.72309E+00
-2.9451187E-01,5.83293E+00,6.72309E+00
-2.9449807E-01,6.00871E+00,6.72309E+00
-2.9448427E-01,5.89152E+00,6.72309E+00
-2.9447047E-01,5.77434E+00,6.72309E+00
-2.9445667E-01,5.89152E+00,6.75238E+00
-2.9444287E-01,5.83293E+00,6.81098E+00
-2.9442907E-01,5.86223E+00,6.60590E+00
-2.9441527E-01,5.92082E+00,6.66449E+00
-2.9440147E-01,5.86223E+00,6.72309E+00
-2.9438767E-01,5.80363E+00,6.66449E+00
-2.9437387E-01,5.89152E+00,6.69379E+00
-2.9436007E-01,5.83293E+00,6.66449E+00
-2.9434627E-01,5.92082E+00,6.72309E+00
-2.9433247E-01,5.86223E+00,6.66449E+00
-2.9431867E-01,5.83293E+00,6.69379E+00
-2.9430487E-01,5.86223E+00,6.69379E+00
-2.9429107E-01,5.97941E+00,6.72309E+00
-2.9427727E-01,5.83293E+00,6.66449E+00
-2.9426347E-01,5.80363E+00,6.69379E+00
-2.9424967E-01,5.77434E+00,6.72309E+00
-2.9423587E-01,5.86223E+00,6.66449E+00
-2.9422207E-01,5.83293E+00,6.66449E+00
-2.9420827E-01,6.00871E+00,6.66449E+00
-2.9419447E-01,5.86223E+00,6.63520E+00
-2.9418067E-01,5.86223E+00,6.69379E+00
-2.9416687E-01,5.89152E+00,6.63520E+00
-2.9415307E-01,5.83293E+00,6.54730E+00
-2.9413927E-01,5.77434E+00,6.69379E+00
-2.9412547E-01,5.92082E+00,6.72309E+00
-2.9411167E-01,5.97941E+00,6.69379E+00
