in s,C1 in V,C2 in V
-2.7438E-02,1.28857E+01,1.19637E+01
-2.7432E-02,1.28857E+01,1.19441E+01
-2.7426E-02,1.28857E+01,1.19441E+01
-2.7420E-02,1.30811E+01,1.18660E+01
-2.7414E-02,1.30811E+01,1.18660E+01
-2.7408E-02,1.28857E+01,1.19051E+01
-2.7402E-02,1.30322E+01,1.19051E+01
-2.7396E-02,1.31787E+01,1.19246E+01
-2.7390E-02,1.30322E+01,1.19051E+01
-2.7384E-02,1.29834E+01,1.19637E+01
-2.7378E-02,1.30811E+01,1.20027E+01
-2.7372E-02,1.28857E+01,1.19441E+01
-2.7366E-02,1.29346E+01,1.19832E+01
-2.7360E-02,1.30322E+01,1.19246E+01
-2.7354E-02,1.30322E+01,1.19051E+01
-2.7348E-02,1.30322E+01,1.19441E+01
-2.7342E-02,1.31787E+01,1.19051E+01
-2.7336E-02,1.28857E+01,1.18855E+01
-2.7330E-02,1.30811E+01,1.19637E+01
-2.7324E-02,1.29834E+01,1.19441E+01
-2.7318E-02,1.30811E+01,1.19441E+01
-2.7312E-02,1.30322E+01,1.19246E+01
-2.7306E-02,1.30322E+01,1.19637E+01
-2.7300E-02,1.30322E+01,1.19246E+01
-2.7294E-02,1.30811E+01,1.19441E+01
-2.7288E-02,1.31299E+01,1.20027E+01
-2.7282E-02,1.29834E+01,1.19637E+01
-2.7276E-02,1.27393E+01,1.19637E+01
-2.7270E-02,1.30322E+01,1.19637E+01
-2.7264E-02,1.31299E+01,1.19246E+01
-2.7258E-02,1.29346E+01,1.19637E+01
-2.7252E-02,1.30811E+01,1.19246E+01
-2.7246E-02,1.29834E+01,1.19051E+01
-2.7240E-02,1.31299E+01,1.19441E+01
-2.7234E-02,1.29834E+01,1.20418E+01
-2.7228E-02,1.30811E+01,1.19051E+01
-2.7222E-02,1.31299E+01,1.19832E+01
-2.7216E-02,1.30811E+01,1.19441E+01
-2.7210E-02,1.29346E+01,1.20027E+01
-2.7204E-02,1.30322E+01,1.19441E+01
-2.7198E-02,1.29834E+01,1.20223E+01
-2.7192E-02,1.30811E+01,1.19441E+01
-2.7186E-02,1.30811E+01,1.20418E+01
-2.7180E-02,1.31299E+01,1.19246E+01
-2.7174E-02,1.30322E+01,1.20027E+01
-2.7168E-02,1.29346E+01,1.20223E+01
-2.7162E-02,1.30811E+01,1.20027E+01
-2.7156E-02,1.31787E+01,1.19637E+01
-2.7150E-02,1.30322E+01,1.18855E+01
-2.7144E-02,1.31299E+01,1.20027E+01
-2.7138E-02,1.31787E+01,1.19441E+01
-2.7132E-02,1.30811E+01,1.19637E+01
-2.7126E-02,1.32275E+01,1.20027E+01
-2.7120E-02,1.31299E+01,1.19246E+01
-2.7114E-02,1.31787E+01,1.20027E+01
-2.7108E-02,1.30811E+01,1.19832E+01
-2.7102E-02,1.30322E+01,1.20027E+01
-2.7096E-02,1.29834E+01,1.20027E+01
-2.7090E-02,1.27881E+01,1.19637E+01
-2.7084E-02,1.30811E+01,1.19832E+01
-2.7078E-02,1.32275E+01,1.18855E+01
-2.7072E-02,1.31787E+01,1.20418E+01
-2.7066E-02,1.32275E+01,1.20613E+01
-2.7060E-02,1.31787E+01,1.19637E+01
-2.7054E-02,1.29346E+01,1.20027E+01
-2.7048E-02,1.32275E+01,1.19441E+01
-2.7042E-02,1.32275E+01,1.19246E+01
-2.7036E-02,1.30811E+01,1.20223E+01
-2.7030E-02,1.31787E+01,1.19441E+01
-2.7024E-02,1.31787E+01,1.20027E+01
-2.7018E-02,1.30811E+01,1.19832E+01
-2.7012E-02,1.30811E+01,1.19246E+01
-2.7006E-02,1.30322E+01,1.19832E+01
-2.7000E-02,1.32275E+01,1.20027E+01
-2.6994E-02,1.31299E+01,1.19832E+01
-2.6988E-02,1.31299E+01,1.18660E+01
-2.6982E-02,1.30322E+01,1.19832E+01
-2.6976E-02,1.31299E+01,1.19441E+01
-2.6970E-02,1.30811E+01,1.20027E+01
-2.6964E-02,1.31299E+01,1.19246E+01
-2.6958E-02,1.31787E+01,1.19832E+01
-2.6952E-02,1.30322E+01,1.19441E+01
-2.6946E-02,1.31787E+01,1.20027E+01
-2.6940E-02,1.32275E+01,1.19441E+01
-2.6934E-02,1.31299E+01,1.20223E+01
-2.6928E-02,1.31299E+01,1.20418E+01
-2.6922E-02,1.32764E+01,1.19832E+01
-2.6916E-02,1.30811E+01,1.20418E+01
-2.6910E-02,1.30811E+01,1.19832E+01
-2.6904E-02,1.29834E+01,1.20027E+01
-2.6898E-02,1.30811E+01,1.19246E+01
-2.6892E-02,1.30811E+01,1.20027E+01
-2.6886E-02,1.30811E+01,1.19246E+01
-2.6880E-02,1.29346E+01,1.20613E+01
-2.6874E-02,1.31299E+01,1.19637E+01
-2.6868E-02,1.31787E+01,1.19832E+01
-2.6862E-02,1.31787E+01,1.20223E+01
-2.6856E-02,1.31299E+01,1.20809E+01
-2.6850E-02,1.31299E+01,1.20027E+01
-2.6844E-02,1.30811E+01,1.20418E+01
-2.6838E-02,1.30811E+01,1.20418E+01
-2.6832E-02,1.31787E+01,1.19832E+01
-2.6826E-02,1.32764E+01,1.20223E+01
-2.6820E-02,1.31299E+01,1.20418E+01
-2.6814E-02,1.29346E+01,1.19441E+01
-2.6808E-02,1.30322E+01,1.19441E+01
-2.6802E-02,1.31787E+01,1.19441E+01
-2.6796E-02,1.30811E+01,1.20223E+01
-2.6790E-02,1.32275E+01,1.20418E+01
-2.6784E-02,1.30322E+01,1.20613E+01
-2.6778E-02,1.30322E+01,1.20223E+01
-2.6772E-02,1.31787E+01,1.20613E+01
-2.6766E-02,1.31299E+01,1.20223E+01
-2.6760E-02,1.32275E+01,1.19441E+01
-2.6754E-02,1.30322E+01,1.20418E+01
-2.6748E-02,1.30811E+01,1.19637E+01
-2.6742E-02,1.31299E+01,1.20027E+01
-2.6736E-02,1.29834E+01,1.21004E+01
-2.6730E-02,1.29834E+01,1.20027E+01
-2.6724E-02,1.31787E+01,1.20027E+01
-2.6718E-02,1.30322E+01,1.20027E+01
-2.6712E-02,1.31787E+01,1.19441E+01
-2.6706E-02,1.30811E+01,1.20027E+01
-2.6700E-02,1.30811E+01,1.20613E+01
-2.6694E-02,1.30811E+01,1.20418E+01
-2.6688E-02,1.30811E+01,1.20613E+01
-2.6682E-02,1.29346E+01,1.20027E+01
-2.6676E-02,1.31299E+01,1.20027E+01
-2.6670E-02,1.32275E+01,1.20027E+01
-2.6664E-02,1.31787E+01,1.20418E+01
