in s,C1 in V
-2.745648E-01,-3.3340454E-03
-2.744820E-01,-3.7918091E-03
-2.743992E-01,-4.3258667E-03
-2.743164E-01,-3.9443970E-03
-2.742336E-01,-4.0969849E-03
-2.741508E-01,-4.4784546E-03
-2.740680E-01,-4.3258667E-03
-2.739852E-01,-4.3258667E-03
-2.739024E-01,-4.3258667E-03
-2.738196E-01,-3.7918091E-03
-2.737368E-01,-3.2577515E-03
-2.736540E-01,-3.5629272E-03
-2.735712E-01,-4.0206909E-03
-2.734884E-01,-3.4866333E-03
-2.734056E-01,-3.6392212E-03
-2.733228E-01,-3.5629272E-03
-2.732400E-01,-3.7155151E-03
-2.731572E-01,-4.0969849E-03
-2.730744E-01,-3.8681030E-03
-2.729916E-01,-3.9443970E-03
-2.729088E-01,-4.0206909E-03
-2.728260E-01,-4.2495728E-03
-2.727432E-01,-4.0969849E-03
-2.726604E-01,-4.0969849E-03
-2.725776E-01,-3.9443970E-03
-2.724948E-01,-3.6392212E-03
-2.724120E-01,-3.7918091E-03
-2.723292E-01,-4.4021606E-03
-2.722464E-01,-4.2495728E-03
-2.721636E-01,-3.9443970E-03
-2.720808E-01,-4.4784546E-03
-2.719980E-01,-4.3258667E-03
-2.719152E-01,-3.7155151E-03
-2.718324E-01,-3.9443970E-03
-2.717496E-01,-4.1732788E-03
-2.716668E-01,-4.0969849E-03
-2.715840E-01,-3.7155151E-03
-2.715012E-01,-4.5547485E-03
-2.714184E-01,-4.4021606E-03
-2.713356E-01,-3.8681030E-03
-2.712528E-01,-3.4866333E-03
-2.711700E-01,-3.4103394E-03
-2.710872E-01,-2.8762817E-03
-2.710044E-01,-2.8762817E-03
-2.709216E-01,-2.8762817E-03
-2.708388E-01,-2.5711060E-03
-2.707560E-01,-3.4866333E-03
-2.706732E-01,-3.5629272E-03
-2.705904E-01,-3.4866333E-03
-2.705076E-01,-3.7918091E-03
-2.704248E-01,-3.4103394E-03
-2.703420E-01,-3.3340454E-03
-2.702592E-01,-3.3340454E-03
-2.701764E-01,-3.4866333E-03
-2.700936E-01,-3.4866333E-03
-2.700108E-01,-3.8681030E-03
-2.699280E-01,-4.0969849E-03
-2.698452E-01,-3.4866333E-03
-2.697624E-01,-3.8681030E-03
-2.696796E-01,-4.1732788E-03
-2.695968E-01,-3.7155151E-03
-2.695140E-01,-3.7155151E-03
-2.694312E-01,-3.1814575E-03
-2.693484E-01,-3.4866333E-03
-2.692656E-01,-3.7155151E-03
-2.691828E-01,-4.0969849E-03
-2.691000E-01,-3.7918091E-03
-2.690172E-01,-3.8681030E-03
-2.689344E-01,-3.9443970E-03
-2.688516E-01,-3.6392212E-03
-2.687688E-01,-3.6392212E-03
-2.686860E-01,-3.9443970E-03
-2.686032E-01,-4.0206909E-03
-2.685204E-01,-4.2495728E-03
-2.684376E-01,-4.0206909E-03
-2.683548E-01,-4.2495728E-03
-2.682720E-01,-4.1732788E-03
-2.681892E-01,-3.9443970E-03
-2.681064E-01,-3.3340454E-03
-2.680236E-01,-3.4103394E-03
-2.679408E-01,-3.7155151E-03
-2.678580E-01,-3.7155151E-03
-2.677752E-01,-3.5629272E-03
-2.676924E-01,-3.4866333E-03
-2.676096E-01,-3.5629272E-03
-2.675268E-01,-3.5629272E-03
-2.674440E-01,-3.4866333E-03
-2.673612E-01,-3.0288696E-03
-2.672784E-01,-3.4866333E-03
-2.671956E-01,-3.7918091E-03
-2.671128E-01,-3.7155151E-03
-2.670300E-01,-3.7918091E-03
-2.669472E-01,-3.7155151E-03
-2.668644E-01,-3.8681030E-03
-2.667816E-01,-4.3258667E-03
-2.666988E-01,-4.5547485E-03
-2.666160E-01,-4.4021606E-03
-2.665332E-01,-4.2495728E-03
-2.664504E-01,-4.0206909E-03
-2.663676E-01,-4.1732788E-03
-2.662848E-01,-4.1732788E-03
-2.662020E-01,-4.2495728E-03
-2.661192E-01,-4.3258667E-03
-2.660364E-01,-3.7918091E-03
-2.659536E-01,-3.4103394E-03
-2.658708E-01,-3.4103394E-03
-2.657880E-01,-3.8681030E-03
-2.657052E-01,-3.7918091E-03
-2.656224E-01,-3.4103394E-03
-2.655396E-01,-3.4103394E-03
-2.654568E-01,-3.1814575E-03
-2.653740E-01,-3.5629272E-03
-2.652912E-01,-3.4866333E-03
-2.652084E-01,-3.4103394E-03
-2.651256E-01,-3.1814575E-03
-2.650428E-01,-3.0288696E-03
-2.649600E-01,-2.9525757E-03
-2.648772E-01,-2.8762817E-03
-2.647944E-01,-3.1051636E-03
-2.647116E-01,-3.1814575E-03
-2.646288E-01,-3.0288696E-03
-2.645460E-01,-2.8762817E-03
-2.644632E-01,-3.2577515E-03
-2.643804E-01,-3.4103394E-03
-2.642976E-01,-3.4866333E-03
-2.642148E-01,-3.1814575E-03
-2.641320E-01,-2.8762817E-03
-2.640492E-01,-2.8762817E-03
-2.639664E-01,-3.0288696E-03
-2.638836E-01,-3.0288696E-03
-2.638008E-01,-3.2577515E-03
-2.637180E-01,-3.1051636E-03
-2.636352E-01,-3.4103394E-03
-2.635524E-01,-3.4866333E-03
-2.634696E-01,-3.3340454E-03
-2.633868E-01,-3.9443970E-03
-2.633040E-01,-4.0969849E-03
-2.632212E-01,-3.7918091E-03
-2.631384E-01,-3.5629272E-03
-2.630556E-01,-3.8681030E-03
-2.629728E-01,-3.9443970E-03
-2.628900E-01,-3.8681030E-03
-2.628072E-01,-3.4866333E-03
-2.627244E-01,-2.8762817E-03
-2.626416E-01,-3.3340454E-03
-2.625588E-01,-3.7918091E-03
-2.624760E-01,-3.4103394E-03
-2.623932E-01,-3.7918091E-03
-2.623104E-01,-3.9443970E-03
-2.622276E-01,-4.4021606E-03
-2.621448E-01,-4.1732788E-03
-2.620620E-01,-4.3258667E-03
-2.619792E-01,-4.6310425E-03
-2.618964E-01,-4.5547485E-03
-2.618136E-01,-4.6310425E-03
-2.617308E-01,-4.4784546E-03
-2.616480E-01,-4.3258667E-03
-2.615652E-01,-3.7918091E-03
-2.614824E-01,-4.1732788E-03
-2.613996E-01,-3.6392212E-03
-2.613168E-01,-4.1732788E-03
-2.612340E-01,-4.1732788E-03
-2.611512E-01,-3.7155151E-03
-2.610684E-01,-4.3258667E-03
-2.609856E-01,-4.0969849E-03
-2.609028E-01,-4.1732788E-03
-2.608200E-01,-4.0969849E-03
-2.607372E-01,-4.2495728E-03
-2.606544E-01,-4.2495728E-03
-2.605716E-01,-4.0969849E-03
-2.604888E-01,-3.7155151E-03
-2.604060E-01,-3.4103394E-03
-2.603232E-01,-3.2577515E-03
-2.602404E-01,-3.1814575E-03
-2.601576E-01,-3.4866333E-03
-2.600748E-01,-3.4866333E-03
-2.599920E-01,-3.7918091E-03
-2.599092E-01,-4.2495728E-03
-2.598264E-01,-4.2495728E-03
-2.597436E-01,-4.3258667E-03
-2.596608E-01,-4.1732788E-03
-2.595780E-01,-3.9443970E-03
-2.594952E-01,-4.0206909E-03
-2.594124E-01,-3.8681030E-03
-2.593296E-01,-3.6392212E-03
-2.592468E-01,-3.6392212E-03
-2.591640E-01,-3.4866333E-03
-2.590812E-01,-3.1814575E-03
-2.589984E-01,-3.4103394E-03
-2.589156E-01,-3.3340454E-03
-2.588328E-01,-3.3340454E-03
-2.587500E-01,-3.5629272E-03
-2.586672E-01,-4.3258667E-03
-2.585844E-01,-4.4784546E-03
-2.585016E-01,-4.1732788E-03
-2.584188E-01,-4.1732788E-03
-2.583360E-01,-3.9443970E-03
-2.582532E-01,-3.7918091E-03
-2.581704E-01,-4.1732788E-03
-2.580876E-01,-4.0206909E-03
-2.580048E-01,-4.3258667E-03
-2.579220E-01,-4.2495728E-03
-2.578392E-01,-4.6310425E-03
-2.577564E-01,-4.5547485E-03
-2.576736E-01,-4.1732788E-03
-2.575908E-01,-4.0969849E-03
-2.575080E-01,-3.9443970E-03
-2.574252E-01,-3.4866333E-03
-2.573424E-01,-3.5629272E-03
-2.572596E-01,-4.0969849E-03
-2.571768E-01,-4.0969849E-03
-2.570940E-01,-3.8681030E-03
-2.570112E-01,-3.9443970E-03
-2.569284E-01,-3.4866333E-03
-2.568456E-01,-4.3258667E-03
-2.567628E-01,-4.3258667E-03
-2.566800E-01,-4.2495728E-03
-2.565972E-01,-4.3258667E-03
-2.565144E-01,-4.1732788E-03
-2.564316E-01,-4.4784546E-03
-2.563488E-01,-4.0206909E-03
-2.562660E-01,-3.4103394E-03
-2.561832E-01,-3.3340454E-03
-2.561004E-01,-3.6392212E-03
-2.560176E-01,-3.5629272E-03
-2.559348E-01,-3.4103394E-03
-2.558520E-01,-3.1051636E-03
-2.557692E-01,-3.0288696E-03
-2.556864E-01,-3.2577515E-03
-2.556036E-01,-3.6392212E-03
-2.555208E-01,-3.7155151E-03
-2.554380E-01,-2.8762817E-03
-2.553552E-01,-3.3340454E-03
-2.552724E-01,-3.4103394E-03
-2.551896E-01,-3.3340454E-03
-2.551068E-01,-3.5629272E-03
-2.550240E-01,-3.4103394E-03
-2.549412E-01,-3.2577515E-03
-2.548584E-01,-3.0288696E-03
-2.547756E-01,-2.4948120E-03
-2.546928E-01,-1.9607544E-03
-2.546100E-01,-2.3422241E-03
-2.545272E-01,-2.3422241E-03
-2.544444E-01,-2.4185181E-03
-2.543616E-01,-2.4185181E-03
-2.542788E-01,-2.8762817E-03
-2.541960E-01,-3.3340454E-03
-2.541132E-01,-3.7155151E-03
-2.540304E-01,-3.4103394E-03
-2.539476E-01,-2.7999878E-03
-2.538648E-01,-3.2577515E-03
-2.537820E-01,-3.4103394E-03
-2.536992E-01,-3.4866333E-03
-2.536164E-01,-3.2577515E-03
-2.535336E-01,-3.1051636E-03
-2.534508E-01,-2.9525757E-03
-2.533680E-01,-2.7236938E-03
-2.532852E-01,-3.2577515E-03
-2.532024E-01,-3.1051636E-03
-2.531196E-01,-3.1814575E-03
-2.530368E-01,-3.0288696E-03
-2.529540E-01,-3.5629272E-03
-2.528712E-01,-3.4103394E-03
-2.527884E-01,-3.3340454E-03
-2.527056E-01,-3.0288696E-03
-2.526228E-01,-2.8762817E-03
-2.525400E-01,-2.8762817E-03
-2.524572E-01,-3.0288696E-03
-2.523744E-01,-2.8762817E-03
-2.522916E-01,-3.1051636E-03
-2.522088E-01,-3.2577515E-03
-2.521260E-01,-3.1051636E-03
-2.520432E-01,-3.1814575E-03
-2.519604E-01,-3.3340454E-03
-2.518776E-01,-3.4866333E-03
-2.517948E-01,-3.7155151E-03
-2.517120E-01,-3.7155151E-03
-2.516292E-01,-4.0969849E-03
-2.515464E-01,-3.3340454E-03
-2.514636E-01,-3.4866333E-03
-2.513808E-01,-3.4866333E-03
-2.512980E-01,-4.0206909E-03
-2.512152E-01,-3.7918091E-03
-2.511324E-01,-3.2577515E-03
-2.510496E-01,-3.3340454E-03
-2.509668E-01,-3.2577515E-03
-2.508840E-01,-2.9525757E-03
-2.508012E-01,-4.0969849E-03
-2.507184E-01,-3.6392212E-03
-2.506356E-01,-3.9443970E-03
-2.505528E-01,-3.1051636E-03
-2.504700E-01,-3.3340454E-03
-2.503872E-01,-3.5629272E-03
-2.503044E-01,-3.8681030E-03
-2.502216E-01,-3.7155151E-03
-2.501388E-01,-3.1051636E-03
-2.500560E-01,-3.3340454E-03
-2.499732E-01,-3.6392212E-03
-2.498904E-01,-3.6392212E-03
-2.498076E-01,-3.7155151E-03
-2.497248E-01,-3.3340454E-03
-2.496420E-01,-3.4103394E-03
-2.495592E-01,-3.2577515E-03
-2.494764E-01,-3.0288696E-03
-2.493936E-01,-3.2577515E-03
-2.493108E-01,-3.3340454E-03
-2.492280E-01,-3.1051636E-03
-2.491452E-01,-3.3340454E-03
-2.490624E-01,-4.0206909E-03
-2.489796E-01,-3.9443970E-03
-2.488968E-01,-3.8681030E-03
-2.488140E-01,-3.8681030E-03
-2.487312E-01,-3.6392212E-03
-2.486484E-01,-3.5629272E-03
-2.485656E-01,-4.0206909E-03
-2.484828E-01,-3.7155151E-03
-2.484000E-01,-3.3340454E-03
-2.483172E-01,-3.6392212E-03
-2.482344E-01,-3.3340454E-03
-2.481516E-01,-3.6392212E-03
-2.480688E-01,-3.9443970E-03
-2.479860E-01,-3.5629272E-03
-2.479032E-01,-3.1814575E-03
-2.478204E-01,-2.6473999E-03
-2.477376E-01,-2.7236938E-03
-2.476548E-01,-3.0288696E-03
-2.475720E-01,-2.9525757E-03
-2.474892E-01,-3.3340454E-03
-2.474064E-01,-3.7918091E-03
-2.473236E-01,-3.6392212E-03
-2.472408E-01,-3.6392212E-03
-2.471580E-01,-3.3340454E-03
-2.470752E-01,-3.6392212E-03
-2.469924E-01,-3.5629272E-03
-2.469096E-01,-4.1732788E-03
-2.468268E-01,-4.0206909E-03
-2.467440E-01,-3.6392212E-03
-2.466612E-01,-3.6392212E-03
-2.465784E-01,-3.4103394E-03
-2.464956E-01,-2.7236938E-03
-2.464128E-01,-3.1814575E-03
-2.463300E-01,-3.4103394E-03
-2.462472E-01,-3.3340454E-03
-2.461644E-01,-3.9443970E-03
-2.460816E-01,-3.4866333E-03
-2.459988E-01,-3.4103394E-03
-2.459160E-01,-3.8681030E-03
-2.458332E-01,-3.9443970E-03
-2.457504E-01,-3.5629272E-03
-2.456676E-01,-3.4103394E-03
-2.455848E-01,-3.5629272E-03
-2.455020E-01,-2.9525757E-03
-2.454192E-01,-3.5629272E-03
-2.453364E-01,-3.5629272E-03
-2.452536E-01,-3.2577515E-03
-2.451708E-01,-3.7918091E-03
-2.450880E-01,-3.7155151E-03
-2.450052E-01,-3.4103394E-03
-2.449224E-01,-3.1051636E-03
-2.448396E-01,-3.0288696E-03
-2.447568E-01,-2.6473999E-03
-2.446740E-01,-2.5711060E-03
-2.445912E-01,-2.7999878E-03
-2.445084E-01,-3.0288696E-03
-2.444256E-01,-3.2577515E-03
-2.443428E-01,-3.2577515E-03
-2.442600E-01,-3.7155151E-03
-2.441772E-01,-3.5629272E-03
-2.440944E-01,-3.5629272E-03
-2.440116E-01,-3.0288696E-03
-2.439288E-01,-2.7999878E-03
-2.438460E-01,-3.0288696E-03
-2.437632E-01,-2.7999878E-03
-2.436804E-01,-3.0288696E-03
-2.435976E-01,-2.9525757E-03
-2.435148E-01,-3.3340454E-03
-2.434320E-01,-3.7155151E-03
-2.433492E-01,-3.7918091E-03
-2.432664E-01,-3.7155151E-03
-2.431836E-01,-3.9443970E-03
-2.431008E-01,-3.7155151E-03
-2.430180E-01,-3.6392212E-03
-2.429352E-01,-3.6392212E-03
-2.428524E-01,-3.1051636E-03
-2.427696E-01,-3.0288696E-03
-2.426868E-01,-3.0288696E-03
-2.426040E-01,-2.8762817E-03
-2.425212E-01,-2.8762817E-03
-2.424384E-01,-3.1814575E-03
-2.423556E-01,-2.7999878E-03
-2.422728E-01,-3.0288696E-03
-2.421900E-01,-2.6473999E-03
-2.421072E-01,-2.7236938E-03
-2.420244E-01,-2.7236938E-03
-2.419416E-01,-2.7236938E-03
-2.418588E-01,-2.8762817E-03
-2.417760E-01,-2.8762817E-03
-2.416932E-01,-2.7236938E-03
-2.416104E-01,-2.8762817E-03
-2.415276E-01,-3.3340454E-03
-2.414448E-01,-3.1051636E-03
-2.413620E-01,-2.7236938E-03
-2.412792E-01,-2.7236938E-03
-2.411964E-01,-3.1814575E-03
-2.411136E-01,-3.1814575E-03
-2.410308E-01,-3.3340454E-03
-2.409480E-01,-3.5629272E-03
-2.408652E-01,-3.7155151E-03
-2.407824E-01,-3.4103394E-03
-2.406996E-01,-3.3340454E-03
-2.406168E-01,-3.4866333E-03
-2.405340E-01,-3.4866333E-03
-2.404512E-01,-3.1051636E-03
-2.403684E-01,-2.9525757E-03
-2.402856E-01,-3.2577515E-03
-2.402028E-01,-3.5629272E-03
-2.401200E-01,-3.4866333E-03
-2.400372E-01,-2.7236938E-03
-2.399544E-01,-2.4185181E-03
-2.398716E-01,-2.4185181E-03
-2.397888E-01,-2.8762817E-03
-2.397060E-01,-2.7236938E-03
-2.396232E-01,-2.7236938E-03
-2.395404E-01,-3.1051636E-03
-2.394576E-01,-3.2577515E-03
-2.393748E-01,-3.5629272E-03
-2.392920E-01,-3.5629272E-03
-2.392092E-01,-3.6392212E-03
-2.391264E-01,-3.4866333E-03
-2.390436E-01,-3.6392212E-03
-2.389608E-01,-3.5629272E-03
-2.388780E-01,-2.9525757E-03
-2.387952E-01,-3.2577515E-03
-2.387124E-01,-2.8762817E-03
-2.386296E-01,-2.5711060E-03
-2.385468E-01,-2.9525757E-03
-2.384640E-01,-2.6473999E-03
-2.383812E-01,-2.9525757E-03
-2.382984E-01,-2.8762817E-03
-2.382156E-01,-3.3340454E-03
-2.381328E-01,-3.1051636E-03
-2.380500E-01,-2.8762817E-03
-2.379672E-01,-2.9525757E-03
-2.378844E-01,-3.6392212E-03
-2.378016E-01,-3.2577515E-03
-2.377188E-01,-3.7155151E-03
-2.376360E-01,-3.5629272E-03
-2.375532E-01,-3.4866333E-03
-2.374704E-01,-3.7155151E-03
-2.373876E-01,-3.9443970E-03
-2.373048E-01,-3.9443970E-03
-2.372220E-01,-3.9443970E-03
-2.371392E-01,-3.4103394E-03
-2.370564E-01,-3.5629272E-03
-2.369736E-01,-3.2577515E-03
-2.368908E-01,-2.7236938E-03
-2.368080E-01,-2.9525757E-03
-2.367252E-01,-2.9525757E-03
-2.366424E-01,-2.8762817E-03
-2.365596E-01,-3.0288696E-03
-2.364768E-01,-3.3340454E-03
-2.363940E-01,-3.5629272E-03
-2.363112E-01,-3.2577515E-03
-2.362284E-01,-3.3340454E-03
-2.361456E-01,-3.4103394E-03
-2.360628E-01,-3.1051636E-03
-2.359800E-01,-3.3340454E-03
-2.358972E-01,-3.1051636E-03
-2.358144E-01,-3.3340454E-03
-2.357316E-01,-3.3340454E-03
-2.356488E-01,-3.4103394E-03
-2.355660E-01,-3.4103394E-03
-2.354832E-01,-3.4103394E-03
-2.354004E-01,-3.6392212E-03
-2.353176E-01,-3.6392212E-03
-2.352348E-01,-3.3340454E-03
-2.351520E-01,-3.6392212E-03
-2.350692E-01,-2.9525757E-03
-2.349864E-01,-3.1814575E-03
-2.349036E-01,-3.1814575E-03
-2.348208E-01,-3.1051636E-03
-2.347380E-01,-3.1051636E-03
-2.346552E-01,-2.8762817E-03
-2.345724E-01,-2.0370483E-03
-2.344896E-01,-2.4948120E-03
-2.344068E-01,-2.7236938E-03
-2.343240E-01,-2.7236938E-03
-2.342412E-01,-2.6473999E-03
-2.341584E-01,-2.7999878E-03
-2.340756E-01,-3.0288696E-03
-2.339928E-01,-2.5711060E-03
-2.339100E-01,-2.5711060E-03
-2.338272E-01,-3.0288696E-03
-2.337444E-01,-3.6392212E-03
-2.336616E-01,-3.4866333E-03
-2.335788E-01,-4.0206909E-03
-2.334960E-01,-3.7918091E-03
-2.334132E-01,-3.4866333E-03
-2.333304E-01,-3.4866333E-03
-2.332476E-01,-3.4866333E-03
-2.331648E-01,-3.7918091E-03
-2.330820E-01,-3.9443970E-03
-2.329992E-01,-4.0206909E-03
-2.329164E-01,-3.7155151E-03
-2.328336E-01,-3.6392212E-03
-2.327508E-01,-3.7918091E-03
-2.326680E-01,-4.1732788E-03
-2.325852E-01,-4.0206909E-03
-2.325024E-01,-3.7918091E-03
-2.324196E-01,-4.0206909E-03
-2.323368E-01,-3.4866333E-03
-2.322540E-01,-3.7155151E-03
-2.321712E-01,-4.0206909E-03
-2.320884E-01,-3.4866333E-03
-2.320056E-01,-3.1814575E-03
-2.319228E-01,-2.7236938E-03
-2.318400E-01,-2.9525757E-03
-2.317572E-01,-3.1051636E-03
-2.316744E-01,-2.7999878E-03
-2.315916E-01,-2.8762817E-03
-2.315088E-01,-2.7999878E-03
-2.314260E-01,-2.9525757E-03
-2.313432E-01,-3.1051636E-03
-2.312604E-01,-3.1051636E-03
-2.311776E-01,-3.5629272E-03
-2.310948E-01,-3.3340454E-03
-2.310120E-01,-3.2577515E-03
-2.309292E-01,-2.6473999E-03
-2.308464E-01,-2.7999878E-03
-2.307636E-01,-2.8762817E-03
-2.306808E-01,-2.7236938E-03
-2.305980E-01,-1.9607544E-03
-2.305152E-01,-2.4948120E-03
-2.304324E-01,-2.7999878E-03
-2.303496E-01,-2.7999878E-03
-2.302668E-01,-2.7236938E-03
-2.301840E-01,-2.7236938E-03
-2.301012E-01,-2.8762817E-03
-2.300184E-01,-2.7999878E-03
-2.299356E-01,-2.9525757E-03
-2.298528E-01,-2.8762817E-03
-2.297700E-01,-3.1051636E-03
-2.296872E-01,-2.8762817E-03
-2.296044E-01,-3.1814575E-03
-2.295216E-01,-3.4103394E-03
-2.294388E-01,-3.6392212E-03
-2.293560E-01,-3.0288696E-03
-2.292732E-01,-3.0288696E-03
-2.291904E-01,-2.8762817E-03
-2.291076E-01,-3.0288696E-03
-2.290248E-01,-3.1814575E-03
-2.289420E-01,-3.2577515E-03
-2.288592E-01,-3.1814575E-03
-2.287764E-01,-3.3340454E-03
-2.286936E-01,-3.1051636E-03
-2.286108E-01,-2.8762817E-03
-2.285280E-01,-2.9525757E-03
-2.284452E-01,-3.0288696E-03
-2.283624E-01,-2.8762817E-03
-2.282796E-01,-3.2577515E-03
-2.281968E-01,-3.2577515E-03
-2.281140E-01,-3.2577515E-03
-2.280312E-01,-3.3340454E-03
-2.279484E-01,-3.4866333E-03
-2.278656E-01,-3.7918091E-03
-2.277828E-01,-3.1814575E-03
-2.277000E-01,-2.8762817E-03
-2.276172E-01,-3.1051636E-03
-2.275344E-01,-3.9443970E-03
-2.274516E-01,-3.8681030E-03
-2.273688E-01,-3.3340454E-03
-2.272860E-01,-2.7999878E-03
-2.272032E-01,-2.8762817E-03
-2.271204E-01,-3.3340454E-03
-2.270376E-01,-3.4866333E-03
-2.269548E-01,-3.7918091E-03
-2.268720E-01,-3.8681030E-03
-2.267892E-01,-3.3340454E-03
-2.267064E-01,-3.7918091E-03
-2.266236E-01,-4.1732788E-03
-2.265408E-01,-3.9443970E-03
-2.264580E-01,-3.5629272E-03
-2.263752E-01,-3.5629272E-03
-2.262924E-01,-3.1814575E-03
-2.262096E-01,-2.9525757E-03
-2.261268E-01,-3.1814575E-03
-2.260440E-01,-3.4103394E-03
-2.259612E-01,-3.2577515E-03
-2.258784E-01,-3.0288696E-03
-2.257956E-01,-3.1814575E-03
-2.257128E-01,-3.3340454E-03
-2.256300E-01,-3.1051636E-03
-2.255472E-01,-3.4866333E-03
-2.254644E-01,-3.6392212E-03
-2.253816E-01,-2.4948120E-03
-2.252988E-01,-2.7999878E-03
-2.252160E-01,-3.1051636E-03
-2.251332E-01,-3.3340454E-03
-2.250504E-01,-3.0288696E-03
-2.249676E-01,-2.7236938E-03
-2.248848E-01,-2.8762817E-03
-2.248020E-01,-3.0288696E-03
-2.247192E-01,-3.4866333E-03
-2.246364E-01,-2.9525757E-03
-2.245536E-01,-2.8762817E-03
-2.244708E-01,-2.4948120E-03
-2.243880E-01,-2.7236938E-03
-2.243052E-01,-2.9525757E-03
-2.242224E-01,-3.4103394E-03
-2.241396E-01,-3.5629272E-03
-2.240568E-01,-4.0206909E-03
-2.239740E-01,-4.0206909E-03
-2.238912E-01,-4.0206909E-03
-2.238084E-01,-3.6392212E-03
-2.237256E-01,-3.4103394E-03
-2.236428E-01,-3.9443970E-03
-2.235600E-01,-4.1732788E-03
-2.234772E-01,-3.3340454E-03
-2.233944E-01,-3.0288696E-03
-2.233116E-01,-2.9525757E-03
-2.232288E-01,-3.1051636E-03
-2.231460E-01,-2.9525757E-03
-2.230632E-01,-3.3340454E-03
-2.229804E-01,-3.0288696E-03
-2.228976E-01,-2.9525757E-03
-2.228148E-01,-2.7236938E-03
-2.227320E-01,-2.7236938E-03
-2.226492E-01,-2.9525757E-03
-2.225664E-01,-2.7999878E-03
-2.224836E-01,-3.4866333E-03
-2.224008E-01,-4.0969849E-03
-2.223180E-01,-3.5629272E-03
-2.222352E-01,-3.7918091E-03
-2.221524E-01,-3.4866333E-03
-2.220696E-01,-3.6392212E-03
-2.219868E-01,-3.3340454E-03
-2.219040E-01,-3.4103394E-03
-2.218212E-01,-3.4103394E-03
-2.217384E-01,-3.1051636E-03
-2.216556E-01,-2.8762817E-03
-2.215728E-01,-2.7236938E-03
-2.214900E-01,-2.5711060E-03
-2.214072E-01,-2.3422241E-03
-2.213244E-01,-2.5711060E-03
-2.212416E-01,-2.8762817E-03
-2.211588E-01,-2.8762817E-03
-2.210760E-01,-3.5629272E-03
-2.209932E-01,-3.2577515E-03
-2.209104E-01,-3.4103394E-03
-2.208276E-01,-3.7155151E-03
-2.207448E-01,-4.1732788E-03
-2.206620E-01,-3.9443970E-03
-2.205792E-01,-3.9443970E-03
-2.204964E-01,-4.2495728E-03
-2.204136E-01,-3.7155151E-03
-2.203308E-01,-3.4103394E-03
-2.202480E-01,-3.1051636E-03
-2.201652E-01,-3.1051636E-03
-2.200824E-01,-3.0288696E-03
-2.199996E-01,-3.3340454E-03
-2.199168E-01,-3.2577515E-03
-2.198340E-01,-3.7155151E-03
-2.197512E-01,-3.9443970E-03
-2.196684E-01,-3.7918091E-03
-2.195856E-01,-3.7155151E-03
-2.195028E-01,-3.1814575E-03
-2.194200E-01,-3.1814575E-03
-2.193372E-01,-2.8762817E-03
-2.192544E-01,-2.9525757E-03
-2.191716E-01,-3.2577515E-03
-2.190888E-01,-3.5629272E-03
-2.190060E-01,-3.7155151E-03
-2.189232E-01,-3.4866333E-03
-2.188404E-01,-4.0206909E-03
-2.187576E-01,-3.8681030E-03
-2.186748E-01,-3.7155151E-03
-2.185920E-01,-3.7155151E-03
-2.185092E-01,-3.3340454E-03
-2.184264E-01,-3.7155151E-03
-2.183436E-01,-4.1732788E-03
-2.182608E-01,-4.0969849E-03
-2.181780E-01,-3.4866333E-03
-2.180952E-01,-3.3340454E-03
-2.180124E-01,-3.8681030E-03
-2.179296E-01,-3.4866333E-03
-2.178468E-01,-3.9443970E-03
-2.177640E-01,-3.7918091E-03
-2.176812E-01,-4.0969849E-03
-2.175984E-01,-4.2495728E-03
-2.175156E-01,-4.3258667E-03
-2.174328E-01,-3.9443970E-03
-2.173500E-01,-4.0206909E-03
-2.172672E-01,-4.0206909E-03
-2.171844E-01,-3.9443970E-03
-2.171016E-01,-3.6392212E-03
-2.170188E-01,-3.3340454E-03
-2.169360E-01,-3.2577515E-03
-2.168532E-01,-3.8681030E-03
-2.167704E-01,-3.8681030E-03
-2.166876E-01,-4.4021606E-03
-2.166048E-01,-4.1732788E-03
-2.165220E-01,-4.2495728E-03
-2.164392E-01,-3.8681030E-03
-2.163564E-01,-3.7155151E-03
-2.162736E-01,-3.6392212E-03
-2.161908E-01,-3.4866333E-03
-2.161080E-01,-3.2577515E-03
-2.160252E-01,-3.1051636E-03
-2.159424E-01,-3.6392212E-03
-2.158596E-01,-4.0969849E-03
-2.157768E-01,-4.0206909E-03
-2.156940E-01,-3.7918091E-03
-2.156112E-01,-3.7918091E-03
-2.155284E-01,-3.6392212E-03
-2.154456E-01,-3.4103394E-03
-2.153628E-01,-3.5629272E-03
-2.152800E-01,-4.2495728E-03
-2.151972E-01,-4.3258667E-03
-2.151144E-01,-4.1732788E-03
-2.150316E-01,-3.8681030E-03
-2.149488E-01,-3.2577515E-03
-2.148660E-01,-3.6392212E-03
-2.147832E-01,-4.0206909E-03
-2.147004E-01,-4.3258667E-03
-2.146176E-01,-4.1732788E-03
-2.145348E-01,-4.0206909E-03
-2.144520E-01,-4.3258667E-03
-2.143692E-01,-4.0206909E-03
-2.142864E-01,-3.7155151E-03
-2.142036E-01,-3.7918091E-03
-2.141208E-01,-3.6392212E-03
-2.140380E-01,-3.7918091E-03
-2.139552E-01,-3.5629272E-03
-2.138724E-01,-3.2577515E-03
-2.137896E-01,-3.3340454E-03
-2.137068E-01,-4.0206909E-03
