in s,C1 in V
-1.81896E-01,2.7077585E+00
-1.81830E-01,2.7077585E+00
-1.81764E-01,2.7069955E+00
-1.81698E-01,2.7092844E+00
-1.81632E-01,2.7095895E+00
-1.81566E-01,2.7097421E+00
-1.81500E-01,2.7086740E+00
-1.81434E-01,2.7091318E+00
-1.81368E-01,2.7098184E+00
-1.81302E-01,2.7085214E+00
-1.81236E-01,2.7078348E+00
-1.81170E-01,2.7079874E+00
-1.81104E-01,2.7096658E+00
-1.81038E-01,2.7098184E+00
-1.80972E-01,2.7091318E+00
-1.80906E-01,2.7089792E+00
-1.80840E-01,2.7080637E+00
-1.80774E-01,2.7068430E+00
-1.80708E-01,2.7083688E+00
-1.80642E-01,2.7078348E+00
-1.80576E-01,2.7076059E+00
-1.80510E-01,2.7083688E+00
-1.80444E-01,2.7089029E+00
-1.80378E-01,2.7100473E+00
-1.80312E-01,2.7108865E+00
-1.80246E-01,2.7095132E+00
-1.80180E-01,2.7076059E+00
-1.80114E-01,2.7099710E+00
-1.80048E-01,2.7090555E+00
-1.79982E-01,2.7082162E+00
-1.79916E-01,2.7098947E+00
-1.79850E-01,2.7100473E+00
-1.79784E-01,2.7097421E+00
-1.79718E-01,2.7089792E+00
-1.79652E-01,2.7089792E+00
-1.79586E-01,2.7107339E+00
-1.79520E-01,2.7096658E+00
-1.79454E-01,2.7094370E+00
-1.79388E-01,2.7089029E+00
-1.79322E-01,2.7091318E+00
-1.79256E-01,2.7091318E+00
-1.79190E-01,2.7094370E+00
-1.79124E-01,2.7096658E+00
-1.79058E-01,2.7101999E+00
-1.78992E-01,2.7103525E+00
-1.78926E-01,2.7088266E+00
-1.78860E-01,2.7081400E+00
-1.78794E-01,2.7080637E+00
-1.78728E-01,2.7081400E+00
-1.78662E-01,2.7083688E+00
-1.78596E-01,2.7072244E+00
-1.78530E-01,2.7080637E+00
-1.78464E-01,2.7088266E+00
-1.78398E-01,2.7085214E+00
-1.78332E-01,2.7090555E+00
-1.78266E-01,2.7089792E+00
-1.78200E-01,2.7085977E+00
-1.78134E-01,2.7079874E+00
-1.78068E-01,2.7092844E+00
-1.78002E-01,2.7093607E+00
-1.77936E-01,2.7088266E+00
-1.77870E-01,2.7085977E+00
-1.77804E-01,2.7103525E+00
-1.77738E-01,2.7095132E+00
-1.77672E-01,2.7095132E+00
-1.77606E-01,2.7092844E+00
-1.77540E-01,2.7088266E+00
-1.77474E-01,2.7084451E+00
-1.77408E-01,2.7095132E+00
-1.77342E-01,2.7095895E+00
-1.77276E-01,2.7089792E+00
-1.77210E-01,2.7079874E+00
-1.77144E-01,2.7097421E+00
-1.77078E-01,2.7109628E+00
-1.77012E-01,2.7090555E+00
-1.76946E-01,2.7090555E+00
-1.76880E-01,2.7110391E+00
-1.76814E-01,2.7092844E+00
-1.76748E-01,2.7092844E+00
-1.76682E-01,2.7098184E+00
-1.76616E-01,2.7091318E+00
-1.76550E-01,2.7092081E+00
-1.76484E-01,2.7090555E+00
-1.76418E-01,2.7103525E+00
-1.76352E-01,2.7104288E+00
-1.76286E-01,2.7106577E+00
-1.76220E-01,2.7089029E+00
-1.76154E-01,2.7103525E+00
-1.76088E-01,2.7116495E+00
-1.76022E-01,2.7092844E+00
-1.75956E-01,2.7091318E+00
-1.75890E-01,2.7078348E+00
-1.75824E-01,2.7093607E+00
-1.75758E-01,2.7098184E+00
-1.75692E-01,2.7079111E+00
-1.75626E-01,2.7096658E+00
-1.75560E-01,2.7103525E+00
-1.75494E-01,2.7096658E+00
-1.75428E-01,2.7090555E+00
-1.75362E-01,2.7089029E+00
-1.75296E-01,2.7089792E+00
-1.75230E-01,2.7082162E+00
-1.75164E-01,2.7083688E+00
-1.75098E-01,2.7087503E+00
-1.75032E-01,2.7099710E+00
-1.74966E-01,2.7097421E+00
-1.74900E-01,2.7101236E+00
-1.74834E-01,2.7101236E+00
-1.74768E-01,2.7096658E+00
-1.74702E-01,2.7094370E+00
-1.74636E-01,2.7089792E+00
-1.74570E-01,2.7086740E+00
-1.74504E-01,2.7105051E+00
-1.74438E-01,2.7089029E+00
-1.74372E-01,2.7076059E+00
-1.74306E-01,2.7083688E+00
-1.74240E-01,2.7085977E+00
-1.74174E-01,2.7092081E+00
-1.74108E-01,2.7088266E+00
-1.74042E-01,2.7098947E+00
-1.73976E-01,2.7103525E+00
-1.73910E-01,2.7098947E+00
-1.73844E-01,2.7099710E+00
-1.73778E-01,2.7091318E+00
-1.73712E-01,2.7093607E+00
-1.73646E-01,2.7084451E+00
-1.73580E-01,2.7082925E+00
-1.73514E-01,2.7108865E+00
-1.73448E-01,2.7100473E+00
-1.73382E-01,2.7072244E+00
-1.73316E-01,2.7083688E+00
-1.73250E-01,2.7090555E+00
-1.73184E-01,2.7097421E+00
-1.73118E-01,2.7091318E+00
-1.73052E-01,2.7089029E+00
-1.72986E-01,2.7098184E+00
-1.72920E-01,2.7099710E+00
-1.72854E-01,2.7092844E+00
-1.72788E-01,2.7104288E+00
-1.72722E-01,2.7098947E+00
-1.72656E-01,2.7085214E+00
-1.72590E-01,2.7076059E+00
-1.72524E-01,2.7106577E+00
-1.72458E-01,2.7105051E+00
-1.72392E-01,2.7086740E+00
-1.72326E-01,2.7092844E+00
-1.72260E-01,2.7085214E+00
-1.72194E-01,2.7073770E+00
-1.72128E-01,2.7082925E+00
-1.72062E-01,2.7091318E+00
-1.71996E-01,2.7092081E+00
-1.71930E-01,2.7098947E+00
-1.71864E-01,2.7101236E+00
-1.71798E-01,2.7086740E+00
-1.71732E-01,2.7093607E+00
-1.71666E-01,2.7097421E+00
-1.71600E-01,2.7080637E+00
-1.71534E-01,2.7082925E+00
-1.71468E-01,2.7082925E+00
-1.71402E-01,2.7085977E+00
-1.71336E-01,2.7085977E+00
-1.71270E-01,2.7089029E+00
-1.71204E-01,2.7085214E+00
-1.71138E-01,2.7079111E+00
-1.71072E-01,2.7080637E+00
-1.71006E-01,2.7087503E+00
-1.70940E-01,2.7089029E+00
-1.70874E-01,2.7105814E+00
-1.70808E-01,2.7101999E+00
-1.70742E-01,2.7101999E+00
-1.70676E-01,2.7101236E+00
-1.70610E-01,2.7092844E+00
-1.70544E-01,2.7102762E+00
-1.70478E-01,2.7110391E+00
-1.70412E-01,2.7084451E+00
-1.70346E-01,2.7082162E+00
-1.70280E-01,2.7080637E+00
-1.70214E-01,2.7092081E+00
-1.70148E-01,2.7095895E+00
-1.70082E-01,2.7099710E+00
-1.70016E-01,2.7085214E+00
-1.69950E-01,2.7082925E+00
-1.69884E-01,2.7085977E+00
-1.69818E-01,2.7094370E+00
-1.69752E-01,2.7098947E+00
-1.69686E-01,2.7095895E+00
-1.69620E-01,2.7089029E+00
-1.69554E-01,2.7092844E+00
-1.69488E-01,2.7103525E+00
-1.69422E-01,2.7105051E+00
-1.69356E-01,2.7104288E+00
-1.69290E-01,2.7092081E+00
-1.69224E-01,2.7102762E+00
-1.69158E-01,2.7103525E+00
-1.69092E-01,2.7095895E+00
-1.69026E-01,2.7093607E+00
-1.68960E-01,2.7087503E+00
-1.68894E-01,2.7103525E+00
-1.68828E-01,2.7095895E+00
-1.68762E-01,2.7087503E+00
-1.68696E-01,2.7086740E+00
-1.68630E-01,2.7092081E+00
-1.68564E-01,2.7095132E+00
-1.68498E-01,2.7115732E+00
-1.68432E-01,2.7098947E+00
-1.68366E-01,2.7098947E+00
-1.68300E-01,2.7105051E+00
-1.68234E-01,2.7097421E+00
-1.68168E-01,2.7092844E+00
-1.68102E-01,2.7085977E+00
-1.68036E-01,2.7092081E+00
-1.67970E-01,2.7096658E+00
-1.67904E-01,2.7105051E+00
-1.67838E-01,2.7105051E+00
-1.67772E-01,2.7101236E+00
-1.67706E-01,2.7085977E+00
-1.67640E-01,2.7095895E+00
-1.67574E-01,2.7096658E+00
-1.67508E-01,2.7107339E+00
-1.67442E-01,2.7110391E+00
-1.67376E-01,2.7110391E+00
-1.67310E-01,2.7080637E+00
-1.67244E-01,2.7090555E+00
-1.67178E-01,2.7097421E+00
-1.67112E-01,2.7109628E+00
-1.67046E-01,2.7108865E+00
-1.66980E-01,2.7105814E+00
-1.66914E-01,2.7100473E+00
-1.66848E-01,2.7098184E+00
-1.66782E-01,2.7082925E+00
-1.66716E-01,2.7079111E+00
-1.66650E-01,2.7084451E+00
-1.66584E-01,2.7090555E+00
-1.66518E-01,2.7111154E+00
-1.66452E-01,2.7104288E+00
-1.66386E-01,2.7088266E+00
-1.66320E-01,2.7095895E+00
-1.66254E-01,2.7097421E+00
-1.66188E-01,2.7097421E+00
-1.66122E-01,2.7109628E+00
-1.66056E-01,2.7097421E+00
-1.65990E-01,2.7084451E+00
-1.65924E-01,2.7100473E+00
-1.65858E-01,2.7094370E+00
-1.65792E-01,2.7082925E+00
-1.65726E-01,2.7080637E+00
-1.65660E-01,2.7081400E+00
-1.65594E-01,2.7083688E+00
-1.65528E-01,2.7089029E+00
-1.65462E-01,2.7094370E+00
-1.65396E-01,2.7093607E+00
-1.65330E-01,2.7092844E+00
-1.65264E-01,2.7100473E+00
-1.65198E-01,2.7103525E+00
-1.65132E-01,2.7077585E+00
-1.65066E-01,2.7085214E+00
-1.65000E-01,2.7097421E+00
-1.64934E-01,2.7090555E+00
-1.64868E-01,2.7089792E+00
-1.64802E-01,2.7092081E+00
-1.64736E-01,2.7088266E+00
-1.64670E-01,2.7084451E+00
-1.64604E-01,2.7093607E+00
-1.64538E-01,2.7098947E+00
-1.64472E-01,2.7102762E+00
-1.64406E-01,2.7096658E+00
-1.64340E-01,2.7092081E+00
-1.64274E-01,2.7099710E+00
-1.64208E-01,2.7098947E+00
-1.64142E-01,2.7094370E+00
-1.64076E-01,2.7090555E+00
-1.64010E-01,2.7090555E+00
-1.63944E-01,2.7085977E+00
-1.63878E-01,2.7085214E+00
-1.63812E-01,2.7089792E+00
-1.63746E-01,2.7094370E+00
-1.63680E-01,2.7101999E+00
-1.63614E-01,2.7080637E+00
-1.63548E-01,2.7089792E+00
-1.63482E-01,2.7105814E+00
-1.63416E-01,2.7092844E+00
-1.63350E-01,2.7099710E+00
-1.63284E-01,2.7106577E+00
-1.63218E-01,2.7105051E+00
-1.63152E-01,2.7099710E+00
-1.63086E-01,2.7090555E+00
-1.63020E-01,2.7095895E+00
-1.62954E-01,2.7093607E+00
-1.62888E-01,2.7109628E+00
-1.62822E-01,2.7108102E+00
-1.62756E-01,2.7109628E+00
-1.62690E-01,2.7116495E+00
-1.62624E-01,2.7114206E+00
-1.62558E-01,2.7114969E+00
-1.62492E-01,2.7107339E+00
-1.62426E-01,2.7100473E+00
-1.62360E-01,2.7094370E+00
-1.62294E-01,2.7089792E+00
-1.62228E-01,2.7088266E+00
-1.62162E-01,2.7087503E+00
-1.62096E-01,2.7095895E+00
-1.62030E-01,2.7105814E+00
-1.61964E-01,2.7113443E+00
-1.61898E-01,2.7097421E+00
-1.61832E-01,2.7092081E+00
-1.61766E-01,2.7101999E+00
-1.61700E-01,2.7090555E+00
-1.61634E-01,2.7097421E+00
-1.61568E-01,2.7103525E+00
-1.61502E-01,2.7112680E+00
-1.61436E-01,2.7113443E+00
-1.61370E-01,2.7110391E+00
-1.61304E-01,2.7098947E+00
-1.61238E-01,2.7100473E+00
-1.61172E-01,2.7099710E+00
-1.61106E-01,2.7112680E+00
-1.61040E-01,2.7093607E+00
-1.60974E-01,2.7084451E+00
-1.60908E-01,2.7085977E+00
-1.60842E-01,2.7085214E+00
-1.60776E-01,2.7077585E+00
-1.60710E-01,2.7076059E+00
-1.60644E-01,2.7081400E+00
-1.60578E-01,2.7082925E+00
-1.60512E-01,2.7098947E+00
-1.60446E-01,2.7096658E+00
-1.60380E-01,2.7073007E+00
-1.60314E-01,2.7089792E+00
-1.60248E-01,2.7092844E+00
-1.60182E-01,2.7084451E+00
-1.60116E-01,2.7096658E+00
-1.60050E-01,2.7098947E+00
-1.59984E-01,2.7096658E+00
-1.59918E-01,2.7099710E+00
-1.59852E-01,2.7097421E+00
-1.59786E-01,2.7080637E+00
-1.59720E-01,2.7083688E+00
-1.59654E-01,2.7086740E+00
-1.59588E-01,2.7094370E+00
-1.59522E-01,2.7074533E+00
-1.59456E-01,2.7075296E+00
-1.59390E-01,2.7079111E+00
-1.59324E-01,2.7080637E+00
-1.59258E-01,2.7085214E+00
-1.59192E-01,2.7092081E+00
-1.59126E-01,2.7075296E+00
-1.59060E-01,2.7069955E+00
-1.58994E-01,2.7080637E+00
-1.58928E-01,2.7088266E+00
-1.58862E-01,2.7087503E+00
-1.58796E-01,2.7113443E+00
-1.58730E-01,2.7095132E+00
-1.58664E-01,2.7080637E+00
-1.58598E-01,2.7096658E+00
-1.58532E-01,2.7095895E+00
-1.58466E-01,2.7091318E+00
-1.58400E-01,2.7083688E+00
-1.58334E-01,2.7089029E+00
-1.58268E-01,2.7088266E+00
-1.58202E-01,2.7084451E+00
-1.58136E-01,2.7086740E+00
-1.58070E-01,2.7086740E+00
-1.58004E-01,2.7085977E+00
-1.57938E-01,2.7093607E+00
-1.57872E-01,2.7097421E+00
-1.57806E-01,2.7078348E+00
-1.57740E-01,2.7085977E+00
-1.57674E-01,2.7100473E+00
-1.57608E-01,2.7101236E+00
-1.57542E-01,2.7098184E+00
-1.57476E-01,2.7091318E+00
-1.57410E-01,2.7105814E+00
-1.57344E-01,2.7105051E+00
-1.57278E-01,2.7102762E+00
-1.57212E-01,2.7102762E+00
-1.57146E-01,2.7096658E+00
-1.57080E-01,2.7093607E+00
-1.57014E-01,2.7085977E+00
-1.56948E-01,2.7092844E+00
-1.56882E-01,2.7098184E+00
-1.56816E-01,2.7085977E+00
-1.56750E-01,2.7082162E+00
-1.56684E-01,2.7097421E+00
-1.56618E-01,2.7085214E+00
-1.56552E-01,2.7076822E+00
-1.56486E-01,2.7085977E+00
-1.56420E-01,2.7084451E+00
-1.56354E-01,2.7089792E+00
-1.56288E-01,2.7097421E+00
-1.56222E-01,2.7094370E+00
-1.56156E-01,2.7096658E+00
-1.56090E-01,2.7098184E+00
-1.56024E-01,2.7087503E+00
-1.55958E-01,2.7096658E+00
-1.55892E-01,2.7104288E+00
-1.55826E-01,2.7103525E+00
-1.55760E-01,2.7097421E+00
-1.55694E-01,2.7098947E+00
-1.55628E-01,2.7089792E+00
-1.55562E-01,2.7084451E+00
-1.55496E-01,2.7085214E+00
-1.55430E-01,2.7098184E+00
-1.55364E-01,2.7101999E+00
-1.55298E-01,2.7092844E+00
-1.55232E-01,2.7100473E+00
-1.55166E-01,2.7102762E+00
-1.55100E-01,2.7089792E+00
-1.55034E-01,2.7108865E+00
-1.54968E-01,2.7110391E+00
-1.54902E-01,2.7092844E+00
-1.54836E-01,2.7085977E+00
-1.54770E-01,2.7082162E+00
-1.54704E-01,2.7093607E+00
-1.54638E-01,2.7101236E+00
-1.54572E-01,2.7105051E+00
-1.54506E-01,2.7069193E+00
-1.54440E-01,2.7081400E+00
-1.54374E-01,2.7098184E+00
-1.54308E-01,2.7091318E+00
-1.54242E-01,2.7089029E+00
-1.54176E-01,2.7085214E+00
-1.54110E-01,2.7092844E+00
-1.54044E-01,2.7087503E+00
-1.53978E-01,2.7087503E+00
-1.53912E-01,2.7084451E+00
-1.53846E-01,2.7084451E+00
-1.53780E-01,2.7092844E+00
-1.53714E-01,2.7073770E+00
-1.53648E-01,2.7079111E+00
-1.53582E-01,2.7098184E+00
-1.53516E-01,2.7069193E+00
-1.53450E-01,2.7070718E+00
-1.53384E-01,2.7093607E+00
-1.53318E-01,2.7088266E+00
-1.53252E-01,2.7094370E+00
-1.53186E-01,2.7105814E+00
-1.53120E-01,2.7083688E+00
-1.53054E-01,2.7089792E+00
-1.52988E-01,2.7105051E+00
-1.52922E-01,2.7078348E+00
-1.52856E-01,2.7070718E+00
-1.52790E-01,2.7076059E+00
-1.52724E-01,2.7086740E+00
-1.52658E-01,2.7090555E+00
-1.52592E-01,2.7079874E+00
-1.52526E-01,2.7078348E+00
-1.52460E-01,2.7073007E+00
-1.52394E-01,2.7076059E+00
-1.52328E-01,2.7079111E+00
-1.52262E-01,2.7070718E+00
-1.52196E-01,2.7063089E+00
-1.52130E-01,2.7073007E+00
-1.52064E-01,2.7075296E+00
-1.51998E-01,2.7063089E+00
-1.51932E-01,2.7088266E+00
-1.51866E-01,2.7089792E+00
-1.51800E-01,2.7087503E+00
-1.51734E-01,2.7089029E+00
-1.51668E-01,2.7079874E+00
-1.51602E-01,2.7082162E+00
-1.51536E-01,2.7078348E+00
-1.51470E-01,2.7078348E+00
-1.51404E-01,2.7075296E+00
-1.51338E-01,2.7092844E+00
-1.51272E-01,2.7104288E+00
-1.51206E-01,2.7092081E+00
-1.51140E-01,2.7089792E+00
-1.51074E-01,2.7085977E+00
-1.51008E-01,2.7082925E+00
-1.50942E-01,2.7079874E+00
-1.50876E-01,2.7086740E+00
-1.50810E-01,2.7089029E+00
-1.50744E-01,2.7086740E+00
-1.50678E-01,2.7088266E+00
-1.50612E-01,2.7081400E+00
-1.50546E-01,2.7076059E+00
-1.50480E-01,2.7081400E+00
-1.50414E-01,2.7076822E+00
-1.50348E-01,2.7078348E+00
-1.50282E-01,2.7081400E+00
-1.50216E-01,2.7086740E+00
-1.50150E-01,2.7081400E+00
-1.50084E-01,2.7077585E+00
-1.50018E-01,2.7086740E+00
-1.49952E-01,2.6211649E+00
-1.49886E-01,5.7267242E-01
-1.49820E-01,5.6504303E-01
-1.49754E-01,5.6046539E-01
-1.49688E-01,5.6000763E-01
-1.49622E-01,5.5703217E-01
-1.49556E-01,5.5520111E-01
-1.49490E-01,5.5588776E-01
-1.49424E-01,5.5420929E-01
-1.49358E-01,5.5367523E-01
-1.49292E-01,5.5321747E-01
-1.49226E-01,5.5176788E-01
-1.49160E-01,5.5108124E-01
-1.49094E-01,5.5069977E-01
-1.49028E-01,5.5054718E-01
-1.48962E-01,5.5016571E-01
-1.48896E-01,5.5230194E-01
-1.48830E-01,5.5184418E-01
-1.48764E-01,5.5054718E-01
-1.48698E-01,5.5039459E-01
-1.48632E-01,5.5024200E-01
-1.48566E-01,5.4970795E-01
-1.48500E-01,5.4825836E-01
-1.48434E-01,5.4863983E-01
-1.48368E-01,5.4818207E-01
-1.48302E-01,5.4841095E-01
-1.48236E-01,5.4833466E-01
-1.48170E-01,5.4856354E-01
-1.48104E-01,5.4711395E-01
-1.48038E-01,5.4734283E-01
-1.47972E-01,5.4787689E-01
-1.47906E-01,5.4749542E-01
-1.47840E-01,5.4734283E-01
-1.47774E-01,5.4757172E-01
-1.47708E-01,5.4818207E-01
-1.47642E-01,5.4780060E-01
-1.47576E-01,5.4604584E-01
-1.47510E-01,5.4886871E-01
-1.47444E-01,5.4802948E-01
-1.47378E-01,5.4764801E-01
-1.47312E-01,5.4978424E-01
-1.47246E-01,5.4871613E-01
-1.47180E-01,5.4818207E-01
-1.47114E-01,5.4780060E-01
-1.47048E-01,5.4650360E-01
-1.46982E-01,5.4612213E-01
-1.46916E-01,5.4802948E-01
-1.46850E-01,5.4825836E-01
-1.46784E-01,5.4825836E-01
-1.46718E-01,5.4787689E-01
-1.46652E-01,5.4802948E-01
-1.46586E-01,5.4795319E-01
-1.46520E-01,5.4795319E-01
-1.46454E-01,5.4726654E-01
-1.46388E-01,5.4680878E-01
-1.46322E-01,5.4749542E-01
-1.46256E-01,5.4757172E-01
-1.46190E-01,5.4757172E-01
-1.46124E-01,5.4757172E-01
-1.46058E-01,5.4726654E-01
-1.45992E-01,5.4711395E-01
-1.45926E-01,5.4749542E-01
-1.45860E-01,5.4688507E-01
-1.45794E-01,5.4604584E-01
-1.45728E-01,5.4741913E-01
-1.45662E-01,5.4833466E-01
-1.45596E-01,5.4772430E-01
-1.45530E-01,5.4856354E-01
-1.45464E-01,5.4925018E-01
-1.45398E-01,5.4802948E-01
-1.45332E-01,5.4810577E-01
-1.45266E-01,5.4772430E-01
-1.45200E-01,5.4642731E-01
-1.45134E-01,5.4650360E-01
-1.45068E-01,5.4711395E-01
-1.45002E-01,5.4749542E-01
-1.44936E-01,5.4726654E-01
-1.44870E-01,5.4863983E-01
-1.44804E-01,5.4703766E-01
-1.44738E-01,5.4741913E-01
-1.44672E-01,5.4871613E-01
-1.44606E-01,5.4734283E-01
-1.44540E-01,5.4650360E-01
-1.44474E-01,5.4566437E-01
-1.44408E-01,5.4818207E-01
-1.44342E-01,5.4833466E-01
-1.44276E-01,5.4841095E-01
-1.44210E-01,5.4818207E-01
-1.44144E-01,5.4757172E-01
-1.44078E-01,5.4772430E-01
-1.44012E-01,5.4757172E-01
-1.43946E-01,5.4818207E-01
-1.43880E-01,5.4703766E-01
-1.43814E-01,5.4696136E-01
-1.43748E-01,5.4795319E-01
-1.43682E-01,5.4848724E-01
-1.43616E-01,5.4741913E-01
-1.43550E-01,5.4795319E-01
-1.43484E-01,5.4963165E-01
-1.43418E-01,5.4818207E-01
-1.43352E-01,5.4886871E-01
-1.43286E-01,5.5008942E-01
-1.43220E-01,5.4734283E-01
-1.43154E-01,5.4726654E-01
-1.43088E-01,5.4795319E-01
-1.43022E-01,5.4711395E-01
-1.42956E-01,5.4810577E-01
-1.42890E-01,5.5024200E-01
-1.42824E-01,5.4863983E-01
-1.42758E-01,5.4772430E-01
-1.42692E-01,5.4863983E-01
-1.42626E-01,5.4802948E-01
-1.42560E-01,5.4848724E-01
-1.42494E-01,5.4856354E-01
-1.42428E-01,5.4848724E-01
-1.42362E-01,5.4856354E-01
-1.42296E-01,5.4772430E-01
-1.42230E-01,5.4772430E-01
-1.42164E-01,5.4787689E-01
-1.42098E-01,5.4848724E-01
-1.42032E-01,5.4818207E-01
-1.41966E-01,5.4863983E-01
-1.41900E-01,5.4810577E-01
-1.41834E-01,5.4764801E-01
-1.41768E-01,5.4802948E-01
-1.41702E-01,5.4947906E-01
-1.41636E-01,5.4947906E-01
-1.41570E-01,5.4886871E-01
-1.41504E-01,5.4902130E-01
-1.41438E-01,5.4932648E-01
-1.41372E-01,5.4940277E-01
-1.41306E-01,5.5024200E-01
-1.41240E-01,5.4909760E-01
-1.41174E-01,5.4795319E-01
-1.41108E-01,5.4856354E-01
-1.41042E-01,5.4963165E-01
-1.40976E-01,5.4993683E-01
-1.40910E-01,5.4894501E-01
-1.40844E-01,5.4925018E-01
-1.40778E-01,5.4970795E-01
-1.40712E-01,5.5161530E-01
-1.40646E-01,5.5115753E-01
-1.40580E-01,5.4925018E-01
-1.40514E-01,5.4703766E-01
-1.40448E-01,5.4741913E-01
-1.40382E-01,5.4886871E-01
-1.40316E-01,5.4925018E-01
-1.40250E-01,5.4993683E-01
-1.40184E-01,5.5054718E-01
-1.40118E-01,5.4772430E-01
-1.40052E-01,5.4757172E-01
-1.39986E-01,5.4802948E-01
-1.39920E-01,5.4764801E-01
-1.39854E-01,5.4726654E-01
-1.39788E-01,5.4780060E-01
-1.39722E-01,5.4902130E-01
-1.39656E-01,5.4909760E-01
-1.39590E-01,5.4764801E-01
-1.39524E-01,5.4917389E-01
-1.39458E-01,5.5001312E-01
-1.39392E-01,5.5016571E-01
-1.39326E-01,5.4932648E-01
-1.39260E-01,5.4879242E-01
-1.39194E-01,5.4818207E-01
-1.39128E-01,5.5092865E-01
-1.39062E-01,5.5062347E-01
-1.38996E-01,5.4947906E-01
-1.38930E-01,5.4810577E-01
-1.38864E-01,5.4925018E-01
-1.38798E-01,5.4879242E-01
-1.38732E-01,5.4886871E-01
-1.38666E-01,5.4886871E-01
-1.38600E-01,5.4932648E-01
-1.38534E-01,5.4955536E-01
-1.38468E-01,5.4909760E-01
-1.38402E-01,5.4947906E-01
-1.38336E-01,5.4917389E-01
-1.38270E-01,5.4925018E-01
-1.38204E-01,5.4925018E-01
-1.38138E-01,5.4993683E-01
-1.38072E-01,5.4970795E-01
-1.38006E-01,5.4963165E-01
-1.37940E-01,5.4909760E-01
-1.37874E-01,5.5047089E-01
-1.37808E-01,5.4818207E-01
-1.37742E-01,5.4863983E-01
-1.37676E-01,5.4986053E-01
-1.37610E-01,5.4780060E-01
-1.37544E-01,5.4764801E-01
-1.37478E-01,5.4863983E-01
-1.37412E-01,5.4810577E-01
-1.37346E-01,5.4863983E-01
-1.37280E-01,5.4818207E-01
-1.37214E-01,5.4871613E-01
-1.37148E-01,5.4802948E-01
-1.37082E-01,5.4741913E-01
-1.37016E-01,5.4871613E-01
-1.36950E-01,5.4894501E-01
-1.36884E-01,5.4993683E-01
-1.36818E-01,5.4947906E-01
-1.36752E-01,5.4902130E-01
-1.36686E-01,5.4818207E-01
-1.36620E-01,5.4917389E-01
-1.36554E-01,5.4925018E-01
-1.36488E-01,5.4841095E-01
-1.36422E-01,5.4734283E-01
-1.36356E-01,5.4764801E-01
-1.36290E-01,5.4871613E-01
-1.36224E-01,5.4925018E-01
-1.36158E-01,5.4925018E-01
-1.36092E-01,5.4925018E-01
-1.36026E-01,5.5069977E-01
-1.35960E-01,5.4932648E-01
-1.35894E-01,5.4818207E-01
-1.35828E-01,5.4780060E-01
-1.35762E-01,5.4772430E-01
-1.35696E-01,5.4741913E-01
-1.35630E-01,5.4757172E-01
-1.35564E-01,5.4818207E-01
-1.35498E-01,5.5069977E-01
-1.35432E-01,5.5024200E-01
-1.35366E-01,5.4963165E-01
-1.35300E-01,5.4772430E-01
-1.35234E-01,5.4825836E-01
-1.35168E-01,5.4772430E-01
-1.35102E-01,5.4810577E-01
-1.35036E-01,5.4825836E-01
-1.34970E-01,5.4833466E-01
-1.34904E-01,5.4757172E-01
-1.34838E-01,5.4772430E-01
-1.34772E-01,5.4833466E-01
-1.34706E-01,5.4917389E-01
-1.34640E-01,5.4841095E-01
-1.34574E-01,5.4696136E-01
-1.34508E-01,5.4986053E-01
-1.34442E-01,5.4894501E-01
-1.34376E-01,5.4780060E-01
-1.34310E-01,5.4940277E-01
-1.34244E-01,5.4925018E-01
-1.34178E-01,5.4940277E-01
-1.34112E-01,5.5054718E-01
-1.34046E-01,5.4932648E-01
-1.33980E-01,5.4772430E-01
-1.33914E-01,5.4909760E-01
-1.33848E-01,5.4879242E-01
-1.33782E-01,5.4856354E-01
-1.33716E-01,5.4772430E-01
-1.33650E-01,5.4726654E-01
-1.33584E-01,5.4757172E-01
-1.33518E-01,5.4757172E-01
-1.33452E-01,5.4818207E-01
-1.33386E-01,5.4917389E-01
-1.33320E-01,5.5024200E-01
-1.33254E-01,5.4978424E-01
-1.33188E-01,5.4825836E-01
-1.33122E-01,5.4757172E-01
-1.33056E-01,5.4726654E-01
-1.32990E-01,5.4787689E-01
-1.32924E-01,5.4780060E-01
-1.32858E-01,5.4825836E-01
-1.32792E-01,5.4833466E-01
-1.32726E-01,5.4848724E-01
-1.32660E-01,5.4909760E-01
-1.32594E-01,5.4810577E-01
-1.32528E-01,5.4810577E-01
-1.32462E-01,5.4848724E-01
-1.32396E-01,5.4772430E-01
-1.32330E-01,5.4833466E-01
-1.32264E-01,5.4795319E-01
-1.32198E-01,5.4825836E-01
-1.32132E-01,5.4787689E-01
-1.32066E-01,5.4825836E-01
-1.32000E-01,5.4741913E-01
-1.31934E-01,5.4741913E-01
-1.31868E-01,5.4802948E-01
-1.31802E-01,5.4741913E-01
-1.31736E-01,5.4726654E-01
-1.31670E-01,5.4764801E-01
-1.31604E-01,5.4894501E-01
-1.31538E-01,5.4993683E-01
-1.31472E-01,5.5039459E-01
-1.31406E-01,5.4825836E-01
-1.31340E-01,5.4833466E-01
-1.31274E-01,5.4902130E-01
-1.31208E-01,5.4856354E-01
-1.31142E-01,5.4810577E-01
-1.31076E-01,5.4741913E-01
-1.31010E-01,5.4886871E-01
-1.30944E-01,5.4818207E-01
-1.30878E-01,5.4871613E-01
-1.30812E-01,5.4825836E-01
-1.30746E-01,5.4810577E-01
-1.30680E-01,5.4772430E-01
