in s,C1 in V,C2 in V
-2.815800E+00,9.93652E+00,1.27197E+01
-2.815200E+00,9.88770E+00,1.30615E+01
-2.814600E+00,9.88770E+00,1.30615E+01
-2.814000E+00,9.93652E+00,1.30127E+01
-2.813400E+00,1.00342E+01,1.23779E+01
-2.812800E+00,9.83887E+00,1.23291E+01
-2.812200E+00,9.79004E+00,1.18408E+01
-2.811600E+00,9.83887E+00,1.20361E+01
-2.811000E+00,9.79004E+00,1.22803E+01
-2.810400E+00,9.88770E+00,1.25732E+01
-2.809800E+00,9.98535E+00,1.29150E+01
-2.809200E+00,9.93652E+00,1.30127E+01
-2.808600E+00,9.83887E+00,1.28662E+01
-2.808000E+00,9.93652E+00,1.27197E+01
-2.807400E+00,9.83887E+00,1.27197E+01
-2.806800E+00,9.83887E+00,1.20850E+01
-2.806200E+00,9.88770E+00,1.22314E+01
-2.805600E+00,1.00342E+01,1.22314E+01
-2.805000E+00,9.83887E+00,1.27197E+01
-2.804400E+00,9.79004E+00,1.29639E+01
-2.803800E+00,9.79004E+00,1.29639E+01
-2.803200E+00,9.88770E+00,1.29150E+01
-2.802600E+00,9.83887E+00,1.25732E+01
-2.802000E+00,9.83887E+00,1.24756E+01
-2.801400E+00,9.88770E+00,1.22314E+01
-2.800800E+00,9.74121E+00,1.21338E+01
-2.800200E+00,9.59473E+00,1.22314E+01
-2.799600E+00,9.69238E+00,1.27197E+01
-2.799000E+00,9.83887E+00,1.27197E+01
-2.798400E+00,9.93652E+00,1.28174E+01
-2.797800E+00,9.69238E+00,1.30127E+01
-2.797200E+00,9.79004E+00,1.28174E+01
-2.796600E+00,9.74121E+00,1.23779E+01
-2.796000E+00,9.79004E+00,1.18896E+01
-2.795400E+00,9.83887E+00,1.18896E+01
-2.794800E+00,9.69238E+00,1.18896E+01
-2.794200E+00,9.88770E+00,1.23291E+01
-2.793600E+00,9.93652E+00,1.26221E+01
-2.793000E+00,9.69238E+00,1.27197E+01
-2.792400E+00,9.74121E+00,1.27197E+01
-2.791800E+00,9.74121E+00,1.26709E+01
-2.791200E+00,9.54590E+00,1.23779E+01
-2.790600E+00,9.69238E+00,1.20850E+01
-2.790000E+00,9.83887E+00,1.19873E+01
-2.789400E+00,9.69238E+00,1.19385E+01
-2.788800E+00,9.74121E+00,1.22314E+01
-2.788200E+00,9.69238E+00,1.24268E+01
-2.787600E+00,9.88770E+00,1.25732E+01
-2.787000E+00,9.64355E+00,1.28662E+01
-2.786400E+00,9.74121E+00,1.26709E+01
-2.785800E+00,9.74121E+00,1.23779E+01
-2.785200E+00,9.64355E+00,1.19385E+01
-2.784600E+00,9.69238E+00,1.17920E+01
-2.784000E+00,9.83887E+00,1.21338E+01
-2.783400E+00,9.64355E+00,1.21338E+01
-2.782800E+00,9.69238E+00,1.23291E+01
-2.782200E+00,9.54590E+00,1.27197E+01
-2.781600E+00,9.64355E+00,1.28174E+01
-2.781000E+00,9.69238E+00,1.26709E+01
-2.780400E+00,9.64355E+00,1.21338E+01
-2.779800E+00,9.69238E+00,1.18408E+01
-2.779200E+00,9.69238E+00,1.17432E+01
-2.778600E+00,9.64355E+00,1.16455E+01
-2.778000E+00,9.64355E+00,1.20850E+01
-2.777400E+00,9.79004E+00,1.21826E+01
-2.776800E+00,9.54590E+00,1.26221E+01
-2.776200E+00,9.79004E+00,1.28662E+01
-2.775600E+00,9.64355E+00,1.26221E+01
-2.775000E+00,9.83887E+00,1.21338E+01
-2.774400E+00,9.69238E+00,1.18896E+01
-2.773800E+00,9.74121E+00,1.16455E+01
-2.773200E+00,9.83887E+00,1.15967E+01
-2.772600E+00,9.69238E+00,1.17920E+01
-2.772000E+00,9.49707E+00,1.21826E+01
-2.771400E+00,9.54590E+00,1.23291E+01
-2.770800E+00,9.64355E+00,1.25244E+01
-2.770200E+00,9.59473E+00,1.25244E+01
-2.769600E+00,9.64355E+00,1.24756E+01
-2.769000E+00,9.59473E+00,1.22803E+01
-2.768400E+00,9.59473E+00,1.17432E+01
-2.767800E+00,9.59473E+00,1.19873E+01
-2.767200E+00,9.64355E+00,1.17920E+01
-2.766600E+00,9.49707E+00,1.19385E+01
-2.766000E+00,9.64355E+00,1.23291E+01
-2.765400E+00,9.79004E+00,1.25244E+01
-2.764800E+00,9.64355E+00,1.25244E+01
-2.764200E+00,9.74121E+00,1.22803E+01
-2.763600E+00,9.49707E+00,1.18408E+01
-2.763000E+00,9.59473E+00,1.16943E+01
-2.762400E+00,9.59473E+00,1.16455E+01
-2.761800E+00,9.44824E+00,1.16943E+01
-2.761200E+00,9.59473E+00,1.18408E+01
-2.760600E+00,9.44824E+00,1.20850E+01
-2.760000E+00,9.59473E+00,1.22803E+01
-2.759400E+00,9.64355E+00,1.25244E+01
-2.758800E+00,9.49707E+00,1.23779E+01
-2.758200E+00,9.54590E+00,1.19385E+01
-2.757600E+00,9.49707E+00,1.17920E+01
-2.757000E+00,9.44824E+00,1.14502E+01
-2.756400E+00,9.59473E+00,1.14990E+01
-2.755800E+00,9.49707E+00,1.16455E+01
-2.755200E+00,9.54590E+00,1.18896E+01
-2.754600E+00,9.39941E+00,1.20361E+01
-2.754000E+00,9.59473E+00,1.22314E+01
-2.753400E+00,9.49707E+00,1.20850E+01
-2.752800E+00,9.49707E+00,1.20850E+01
-2.752200E+00,9.49707E+00,1.19873E+01
-2.751600E+00,9.49707E+00,1.16943E+01
-2.751000E+00,9.59473E+00,1.14990E+01
-2.750400E+00,9.49707E+00,1.15967E+01
-2.749800E+00,9.30176E+00,1.16943E+01
-2.749200E+00,9.39941E+00,1.19873E+01
-2.748600E+00,9.54590E+00,1.21826E+01
-2.748000E+00,9.44824E+00,1.22803E+01
-2.747400E+00,9.39941E+00,1.25244E+01
-2.746800E+00,9.39941E+00,1.19385E+01
-2.746200E+00,9.44824E+00,1.16455E+01
-2.745600E+00,9.69238E+00,1.14502E+01
-2.745000E+00,9.30176E+00,1.14014E+01
-2.744400E+00,9.35059E+00,1.15967E+01
-2.743800E+00,9.49707E+00,1.18408E+01
-2.743200E+00,9.39941E+00,1.21338E+01
-2.742600E+00,9.44824E+00,1.22803E+01
-2.742000E+00,9.30176E+00,1.21338E+01
-2.741400E+00,9.49707E+00,1.19873E+01
-2.740800E+00,9.35059E+00,1.14990E+01
-2.740200E+00,9.49707E+00,1.13525E+01
-2.739600E+00,9.30176E+00,1.13037E+01
-2.739000E+00,9.44824E+00,1.13525E+01
-2.738400E+00,9.35059E+00,1.14502E+01
-2.737800E+00,9.39941E+00,1.16455E+01
-2.737200E+00,9.44824E+00,1.20361E+01
-2.736600E+00,9.20410E+00,1.22803E+01
-2.736000E+00,9.44824E+00,1.22314E+01
-2.735400E+00,9.20410E+00,1.18408E+01
-2.734800E+00,9.44824E+00,1.14990E+01
-2.734200E+00,9.49707E+00,1.12549E+01
-2.733600E+00,9.20410E+00,1.11084E+01
-2.733000E+00,9.30176E+00,1.14014E+01
-2.732400E+00,9.44824E+00,1.16455E+01
-2.731800E+00,9.25293E+00,1.18896E+01
-2.731200E+00,9.35059E+00,1.19873E+01
-2.730600E+00,9.54590E+00,1.21338E+01
-2.730000E+00,9.30176E+00,1.20361E+01
-2.729400E+00,9.30176E+00,1.15967E+01
-2.728800E+00,9.35059E+00,1.16943E+01
-2.728200E+00,9.49707E+00,1.14014E+01
-2.727600E+00,9.30176E+00,1.12549E+01
-2.727000E+00,9.44824E+00,1.15967E+01
-2.726400E+00,9.35059E+00,1.14990E+01
-2.725800E+00,9.39941E+00,1.17432E+01
-2.725200E+00,9.39941E+00,1.19385E+01
-2.724600E+00,9.25293E+00,1.20850E+01
-2.724000E+00,9.35059E+00,1.17920E+01
-2.723400E+00,9.15527E+00,1.15479E+01
-2.722800E+00,9.35059E+00,1.14014E+01
-2.722200E+00,9.10645E+00,1.11572E+01
-2.721600E+00,9.35059E+00,1.14014E+01
-2.721000E+00,9.35059E+00,1.14014E+01
-2.720400E+00,9.20410E+00,1.16943E+01
-2.719800E+00,9.35059E+00,1.18408E+01
-2.719200E+00,9.25293E+00,1.21338E+01
-2.718600E+00,9.15527E+00,1.18896E+01
-2.718000E+00,9.25293E+00,1.18408E+01
-2.717400E+00,9.15527E+00,1.16943E+01
-2.716800E+00,9.00879E+00,1.12061E+01
-2.716200E+00,9.10645E+00,1.11084E+01
-2.715600E+00,9.25293E+00,1.12549E+01
-2.715000E+00,9.30176E+00,1.11572E+01
-2.714400E+00,9.15527E+00,1.14014E+01
-2.713800E+00,9.30176E+00,1.17432E+01
-2.713200E+00,9.15527E+00,1.17920E+01
-2.712600E+00,9.05762E+00,1.17432E+01
-2.712000E+00,9.20410E+00,1.17432E+01
-2.711400E+00,9.20410E+00,1.13525E+01
-2.710800E+00,9.30176E+00,1.12549E+01
-2.710200E+00,9.10645E+00,1.12061E+01
-2.709600E+00,9.25293E+00,1.10596E+01
-2.709000E+00,9.05762E+00,1.12549E+01
-2.708400E+00,9.10645E+00,1.14014E+01
-2.707800E+00,9.15527E+00,1.16455E+01
-2.707200E+00,9.10645E+00,1.17920E+01
-2.706600E+00,9.15527E+00,1.17432E+01
-2.706000E+00,9.10645E+00,1.16455E+01
-2.705400E+00,9.30176E+00,1.12061E+01
-2.704800E+00,9.15527E+00,1.11084E+01
-2.704200E+00,9.05762E+00,1.11084E+01
-2.703600E+00,8.95996E+00,1.09131E+01
-2.703000E+00,9.10645E+00,1.12061E+01
-2.702400E+00,9.10645E+00,1.15479E+01
-2.701800E+00,9.15527E+00,1.15967E+01
-2.701200E+00,9.00879E+00,1.16455E+01
-2.700600E+00,9.10645E+00,1.17432E+01
-2.700000E+00,9.10645E+00,1.14502E+01
-2.699400E+00,9.10645E+00,1.10596E+01
-2.698800E+00,9.15527E+00,1.09131E+01
-2.698200E+00,9.15527E+00,1.09131E+01
-2.697600E+00,8.86230E+00,1.09131E+01
-2.697000E+00,9.15527E+00,1.11572E+01
-2.696400E+00,9.05762E+00,1.14014E+01
-2.695800E+00,9.10645E+00,1.16455E+01
-2.695200E+00,9.05762E+00,1.17432E+01
-2.694600E+00,9.10645E+00,1.16455E+01
-2.694000E+00,9.00879E+00,1.14014E+01
-2.693400E+00,8.86230E+00,1.10596E+01
-2.692800E+00,9.05762E+00,1.09131E+01
-2.692200E+00,9.05762E+00,1.08154E+01
-2.691600E+00,8.95996E+00,1.08154E+01
-2.691000E+00,9.05762E+00,1.11084E+01
-2.690400E+00,9.05762E+00,1.14014E+01
-2.689800E+00,9.05762E+00,1.15479E+01
-2.689200E+00,9.00879E+00,1.15967E+01
-2.688600E+00,8.86230E+00,1.15479E+01
-2.688000E+00,9.00879E+00,1.14502E+01
-2.687400E+00,9.05762E+00,1.11572E+01
-2.686800E+00,9.00879E+00,1.11084E+01
-2.686200E+00,9.10645E+00,1.06689E+01
-2.685600E+00,9.00879E+00,1.08643E+01
-2.685000E+00,8.95996E+00,1.09619E+01
-2.684400E+00,8.86230E+00,1.12061E+01
-2.683800E+00,9.05762E+00,1.14014E+01
-2.683200E+00,9.00879E+00,1.14990E+01
-2.682600E+00,9.05762E+00,1.15479E+01
-2.682000E+00,9.00879E+00,1.15479E+01
-2.681400E+00,9.00879E+00,1.11084E+01
-2.680800E+00,9.05762E+00,1.06201E+01
-2.680200E+00,9.05762E+00,1.07178E+01
-2.679600E+00,9.00879E+00,1.08154E+01
-2.679000E+00,8.81348E+00,1.09131E+01
-2.678400E+00,9.00879E+00,1.12061E+01
-2.677800E+00,9.00879E+00,1.12549E+01
-2.677200E+00,8.95996E+00,1.15479E+01
-2.676600E+00,8.95996E+00,1.14502E+01
-2.676000E+00,8.91113E+00,1.15967E+01
-2.675400E+00,9.00879E+00,1.11572E+01
-2.674800E+00,8.95996E+00,1.06689E+01
-2.674200E+00,9.00879E+00,1.05225E+01
-2.673600E+00,8.95996E+00,1.05713E+01
-2.673000E+00,8.91113E+00,1.06689E+01
-2.672400E+00,9.00879E+00,1.09131E+01
-2.671800E+00,8.81348E+00,1.10596E+01
-2.671200E+00,9.05762E+00,1.14014E+01
-2.670600E+00,9.05762E+00,1.14014E+01
-2.670000E+00,8.95996E+00,1.13037E+01
-2.669400E+00,8.86230E+00,1.11084E+01
-2.668800E+00,8.86230E+00,1.07666E+01
-2.668200E+00,8.81348E+00,1.06689E+01
-2.667600E+00,9.00879E+00,1.05225E+01
-2.667000E+00,9.05762E+00,1.06201E+01
-2.666400E+00,8.91113E+00,1.07666E+01
