in s,C1 in V,C2 in V,C3 in V
8.442000E-01,1.49170E+01,1.28174E+01,1.96289E-01
8.448000E-01,1.41846E+01,1.18408E+01,1.06445E-01
8.448000E-01,1.49658E+01,1.28662E+01,1.96289E-01
8.454000E-01,1.41846E+01,1.20361E+01,1.10352E-01
8.454000E-01,1.49658E+01,1.29150E+01,1.92383E-01
8.460000E-01,1.41846E+01,1.19385E+01,1.10352E-01
8.460000E-01,1.49170E+01,1.29150E+01,1.92383E-01
8.466000E-01,1.41846E+01,1.15479E+01,1.22070E-01
8.466000E-01,1.49170E+01,1.28662E+01,1.72852E-01
8.472000E-01,1.42334E+01,1.14990E+01,1.25977E-01
8.472000E-01,1.49170E+01,1.27686E+01,1.74805E-01
8.478000E-01,1.42334E+01,1.14990E+01,1.27930E-01
8.478000E-01,1.49658E+01,1.23779E+01,1.76758E-01
8.484000E-01,1.42334E+01,1.14990E+01,1.25977E-01
8.484000E-01,1.49658E+01,1.25732E+01,1.76758E-01
8.490000E-01,1.42334E+01,1.16455E+01,1.18164E-01
8.490000E-01,1.49658E+01,1.29150E+01,1.78711E-01
8.496000E-01,1.41846E+01,1.18896E+01,1.08398E-01
8.496000E-01,1.49170E+01,1.31104E+01,1.86523E-01
8.502000E-01,1.41846E+01,1.22314E+01,1.02539E-01
8.502000E-01,1.49170E+01,1.33545E+01,1.86523E-01
8.508000E-01,1.41846E+01,1.24268E+01,9.86328E-02
8.508000E-01,1.49170E+01,1.34033E+01,1.88477E-01
8.514000E-01,1.41846E+01,1.22803E+01,9.86328E-02
8.514000E-01,1.49170E+01,1.34033E+01,1.88477E-01
8.520000E-01,1.42334E+01,1.18896E+01,1.18164E-01
8.520000E-01,1.49170E+01,1.33057E+01,1.66992E-01
8.526000E-01,1.41357E+01,1.18896E+01,1.02539E-01
8.526000E-01,1.49658E+01,1.31104E+01,1.88477E-01
8.532000E-01,1.41357E+01,1.18896E+01,1.02539E-01
8.532000E-01,1.49658E+01,1.28174E+01,1.88477E-01
8.538000E-01,1.41846E+01,1.18896E+01,1.08398E-01
8.538000E-01,1.49170E+01,1.30127E+01,1.84570E-01
8.544000E-01,1.41846E+01,1.20361E+01,1.08398E-01
8.544000E-01,1.49658E+01,1.33057E+01,1.82617E-01
8.550000E-01,1.41846E+01,1.23291E+01,1.14258E-01
8.550000E-01,1.49658E+01,1.35986E+01,1.66992E-01
8.556000E-01,1.41846E+01,1.26221E+01,1.14258E-01
8.556000E-01,1.50146E+01,1.37939E+01,1.63086E-01
8.562000E-01,1.41846E+01,1.29639E+01,9.08203E-02
8.562000E-01,1.50146E+01,1.37939E+01,1.96289E-01
8.568000E-01,1.41846E+01,1.24268E+01,9.08203E-02
8.568000E-01,1.49658E+01,1.37939E+01,1.96289E-01
8.574000E-01,1.41846E+01,1.22314E+01,1.06445E-01
8.574000E-01,1.49658E+01,1.36963E+01,1.74805E-01
8.580000E-01,1.42334E+01,1.21338E+01,9.66797E-02
8.580000E-01,1.49658E+01,1.31104E+01,1.78711E-01
8.586000E-01,1.41846E+01,1.21338E+01,9.27734E-02
8.586000E-01,1.50146E+01,1.30127E+01,1.84570E-01
8.592000E-01,1.41846E+01,1.21826E+01,7.32422E-02
8.592000E-01,1.50146E+01,1.33057E+01,1.84570E-01
8.598000E-01,1.41846E+01,1.23291E+01,7.32422E-02
8.598000E-01,1.50146E+01,1.36963E+01,1.84570E-01
8.604000E-01,1.41846E+01,1.27197E+01,1.06445E-01
8.604000E-01,1.49658E+01,1.39404E+01,1.63086E-01
8.610000E-01,1.42334E+01,1.29639E+01,9.27734E-02
8.610000E-01,1.49658E+01,1.40381E+01,1.78711E-01
8.616000E-01,1.41846E+01,1.32080E+01,8.88672E-02
8.616000E-01,1.50146E+01,1.40381E+01,1.78711E-01
8.622000E-01,1.41846E+01,1.25244E+01,8.88672E-02
8.622000E-01,1.50146E+01,1.40381E+01,1.78711E-01
8.628000E-01,1.42334E+01,1.25244E+01,8.88672E-02
8.628000E-01,1.49170E+01,1.39404E+01,1.78711E-01
8.634000E-01,1.42334E+01,1.24756E+01,1.04492E-01
8.634000E-01,1.49658E+01,1.33545E+01,1.55273E-01
8.640000E-01,1.42334E+01,1.24756E+01,1.02539E-01
8.640000E-01,1.49658E+01,1.35010E+01,1.55273E-01
8.646000E-01,1.41846E+01,1.25244E+01,8.49609E-02
8.646000E-01,1.49658E+01,1.37939E+01,1.65039E-01
8.652000E-01,1.41846E+01,1.28174E+01,8.49609E-02
8.652000E-01,1.49658E+01,1.40869E+01,1.65039E-01
8.658000E-01,1.42334E+01,1.31104E+01,9.47266E-02
8.658000E-01,1.49658E+01,1.43311E+01,1.57227E-01
8.664000E-01,1.42334E+01,1.34521E+01,9.27734E-02
8.664000E-01,1.49658E+01,1.43799E+01,1.74805E-01
8.670000E-01,1.42334E+01,1.33545E+01,8.49609E-02
8.670000E-01,1.50146E+01,1.43799E+01,1.74805E-01
8.676000E-01,1.42334E+01,1.29150E+01,7.91016E-02
8.676000E-01,1.50146E+01,1.42822E+01,1.76758E-01
8.682000E-01,1.42334E+01,1.29150E+01,7.91016E-02
8.682000E-01,1.49658E+01,1.42822E+01,1.76758E-01
8.688000E-01,1.42334E+01,1.29150E+01,9.47266E-02
8.688000E-01,1.49658E+01,1.37451E+01,1.47461E-01
8.694000E-01,1.42334E+01,1.29150E+01,8.10547E-02
8.694000E-01,1.49658E+01,1.40381E+01,1.68945E-01
8.700000E-01,1.42334E+01,1.30615E+01,8.10547E-02
8.700000E-01,1.49658E+01,1.43799E+01,1.68945E-01
8.706000E-01,1.42334E+01,1.33057E+01,8.49609E-02
8.706000E-01,1.50146E+01,1.45752E+01,1.66992E-01
8.712000E-01,1.42334E+01,1.36475E+01,9.66797E-02
8.712000E-01,1.50146E+01,1.46240E+01,1.51367E-01
8.718000E-01,1.42334E+01,1.35986E+01,9.66797E-02
8.718000E-01,1.50146E+01,1.46240E+01,1.43555E-01
8.724000E-01,1.42334E+01,1.28174E+01,9.47266E-02
8.724000E-01,1.50146E+01,1.46240E+01,1.41602E-01
8.730000E-01,1.42334E+01,1.28174E+01,9.27734E-02
8.730000E-01,1.50146E+01,1.44287E+01,1.39648E-01
8.736000E-01,1.42334E+01,1.31104E+01,9.08203E-02
8.736000E-01,1.50146E+01,1.39404E+01,1.45508E-01
8.742000E-01,1.42334E+01,1.31104E+01,8.30078E-02
8.742000E-01,1.50146E+01,1.41357E+01,1.47461E-01
8.748000E-01,1.42334E+01,1.31592E+01,7.12891E-02
8.748000E-01,1.50146E+01,1.45752E+01,1.70898E-01
8.754000E-01,1.42334E+01,1.34521E+01,7.12891E-02
8.754000E-01,1.50146E+01,1.48193E+01,1.70898E-01
8.760000E-01,1.42334E+01,1.38428E+01,6.15234E-02
8.760000E-01,1.50146E+01,1.49170E+01,1.66992E-01
8.766000E-01,1.42334E+01,1.40869E+01,6.15234E-02
8.766000E-01,1.50146E+01,1.49658E+01,1.66992E-01
8.772000E-01,1.42334E+01,1.32568E+01,8.88672E-02
8.772000E-01,1.50146E+01,1.49658E+01,1.43555E-01
8.778000E-01,1.41846E+01,1.31104E+01,7.12891E-02
8.778000E-01,1.50146E+01,1.47705E+01,1.61133E-01
8.784000E-01,1.41846E+01,1.31104E+01,7.12891E-02
8.784000E-01,1.50146E+01,1.40869E+01,1.61133E-01
8.790000E-01,1.42334E+01,1.31592E+01,7.51953E-02
8.790000E-01,1.50146E+01,1.41357E+01,1.61133E-01
8.796000E-01,1.42334E+01,1.31592E+01,8.69141E-02
8.796000E-01,1.50146E+01,1.45752E+01,1.43555E-01
8.802000E-01,1.42822E+01,1.35010E+01,8.69141E-02
8.802000E-01,1.50146E+01,1.48682E+01,1.39648E-01
8.808000E-01,1.42822E+01,1.38428E+01,8.30078E-02
8.808000E-01,1.50146E+01,1.49658E+01,1.35742E-01
8.814000E-01,1.43311E+01,1.41357E+01,6.34766E-02
8.814000E-01,1.50146E+01,1.50146E+01,1.43555E-01
8.820000E-01,1.42822E+01,1.35498E+01,6.34766E-02
8.820000E-01,1.50146E+01,1.50146E+01,1.43555E-01
8.826000E-01,1.42822E+01,1.33545E+01,7.32422E-02
8.826000E-01,1.50635E+01,1.49658E+01,1.47461E-01
8.832000E-01,1.42822E+01,1.33545E+01,7.32422E-02
8.832000E-01,1.50635E+01,1.44287E+01,1.55273E-01
8.838000E-01,1.42334E+01,1.33545E+01,6.54297E-02
8.838000E-01,1.50146E+01,1.44775E+01,1.57227E-01
8.844000E-01,1.42334E+01,1.35010E+01,6.34766E-02
8.844000E-01,1.50146E+01,1.48682E+01,1.57227E-01
8.850000E-01,1.42334E+01,1.37939E+01,6.34766E-02
8.850000E-01,1.50146E+01,1.52100E+01,1.57227E-01
8.856000E-01,1.43311E+01,1.41357E+01,7.32422E-02
8.856000E-01,1.50146E+01,1.53564E+01,1.51367E-01
8.862000E-01,1.42822E+01,1.43799E+01,6.54297E-02
8.862000E-01,1.50146E+01,1.53564E+01,1.53320E-01
8.868000E-01,1.42334E+01,1.36475E+01,6.54297E-02
8.868000E-01,1.50146E+01,1.53564E+01,1.57227E-01
8.874000E-01,1.42334E+01,1.36475E+01,6.73828E-02
8.874000E-01,1.50146E+01,1.53564E+01,1.57227E-01
8.880000E-01,1.42822E+01,1.36475E+01,8.10547E-02
8.880000E-01,1.50146E+01,1.48682E+01,1.35742E-01
8.886000E-01,1.42822E+01,1.37939E+01,8.30078E-02
8.886000E-01,1.50146E+01,1.49170E+01,1.33789E-01
8.892000E-01,1.42334E+01,1.38916E+01,7.71484E-02
8.892000E-01,1.50146E+01,1.53076E+01,1.29883E-01
8.898000E-01,1.42334E+01,1.42334E+01,7.32422E-02
8.898000E-01,1.50146E+01,1.55518E+01,1.25977E-01
8.904000E-01,1.42334E+01,1.46729E+01,7.32422E-02
8.904000E-01,1.50146E+01,1.56006E+01,1.31836E-01
8.910000E-01,1.42334E+01,1.41357E+01,6.15234E-02
8.910000E-01,1.50146E+01,1.56006E+01,1.41602E-01
8.916000E-01,1.42334E+01,1.38916E+01,6.15234E-02
8.916000E-01,1.50146E+01,1.55518E+01,1.45508E-01
8.922000E-01,1.42334E+01,1.36963E+01,5.56641E-02
8.922000E-01,1.50146E+01,1.50146E+01,1.55273E-01
8.928000E-01,1.42334E+01,1.36963E+01,5.56641E-02
8.928000E-01,1.50146E+01,1.47705E+01,1.55273E-01
8.934000E-01,1.42822E+01,1.37939E+01,5.95703E-02
8.934000E-01,1.50146E+01,1.51611E+01,1.49414E-01
8.940000E-01,1.42334E+01,1.39893E+01,5.95703E-02
8.940000E-01,1.50146E+01,1.55029E+01,1.49414E-01
8.946000E-01,1.42334E+01,1.44775E+01,5.95703E-02
8.946000E-01,1.50146E+01,1.56982E+01,1.49414E-01
8.952000E-01,1.42334E+01,1.47705E+01,5.95703E-02
8.952000E-01,1.50146E+01,1.56982E+01,1.43555E-01
8.958000E-01,1.42334E+01,1.40381E+01,6.34766E-02
8.958000E-01,1.50146E+01,1.56982E+01,1.43555E-01
8.964000E-01,1.43311E+01,1.39893E+01,7.12891E-02
8.964000E-01,1.50146E+01,1.55518E+01,1.27930E-01
8.970000E-01,1.42334E+01,1.38916E+01,6.73828E-02
8.970000E-01,1.50146E+01,1.49658E+01,1.22070E-01
8.976000E-01,1.42334E+01,1.38916E+01,6.54297E-02
8.976000E-01,1.50146E+01,1.50146E+01,1.20117E-01
8.982000E-01,1.42822E+01,1.40381E+01,6.54297E-02
8.982000E-01,1.50146E+01,1.54053E+01,1.20117E-01
8.988000E-01,1.42822E+01,1.42334E+01,6.54297E-02
8.988000E-01,1.50146E+01,1.57471E+01,1.25977E-01
8.994000E-01,1.42822E+01,1.47217E+01,5.95703E-02
8.994000E-01,1.50146E+01,1.58447E+01,1.33789E-01
9.000000E-01,1.42822E+01,1.50635E+01,5.17578E-02
9.000000E-01,1.50146E+01,1.58447E+01,1.53320E-01
9.006000E-01,1.42334E+01,1.40381E+01,4.78516E-02
9.006000E-01,1.50146E+01,1.58447E+01,1.53320E-01
9.012000E-01,1.42334E+01,1.40381E+01,3.61328E-02
9.012000E-01,1.50146E+01,1.57471E+01,1.41602E-01
9.018000E-01,1.43311E+01,1.42334E+01,3.61328E-02
9.018000E-01,1.50146E+01,1.52100E+01,1.41602E-01
9.024000E-01,1.42822E+01,1.43311E+01,5.76172E-02
9.024000E-01,1.50146E+01,1.55518E+01,1.47461E-01
9.030000E-01,1.42334E+01,1.44287E+01,5.76172E-02
9.030000E-01,1.50146E+01,1.58936E+01,1.47461E-01
9.036000E-01,1.42334E+01,1.48682E+01,5.56641E-02
9.036000E-01,1.50146E+01,1.60400E+01,1.43555E-01
9.042000E-01,1.42822E+01,1.52100E+01,5.56641E-02
9.042000E-01,1.50146E+01,1.60889E+01,1.41602E-01
9.048000E-01,1.42334E+01,1.42334E+01,6.54297E-02
9.048000E-01,1.50146E+01,1.60889E+01,1.22070E-01
9.054000E-01,1.42334E+01,1.41846E+01,6.54297E-02
9.054000E-01,1.50146E+01,1.59912E+01,1.18164E-01
9.060000E-01,1.42822E+01,1.41846E+01,6.54297E-02
9.060000E-01,1.50146E+01,1.54053E+01,1.18164E-01
9.066000E-01,1.42822E+01,1.44287E+01,6.54297E-02
9.066000E-01,1.50146E+01,1.54053E+01,1.20117E-01
9.072000E-01,1.42822E+01,1.44287E+01,5.95703E-02
9.072000E-01,1.50146E+01,1.57471E+01,1.22070E-01
9.078000E-01,1.42822E+01,1.47217E+01,4.19922E-02
9.078000E-01,1.50146E+01,1.61865E+01,1.29883E-01
9.084000E-01,1.42822E+01,1.51123E+01,4.19922E-02
9.084000E-01,1.50146E+01,1.62842E+01,1.29883E-01
9.090000E-01,1.42334E+01,1.54053E+01,3.22266E-02
9.090000E-01,1.50146E+01,1.62842E+01,1.37695E-01
9.096000E-01,1.42334E+01,1.42822E+01,3.22266E-02
9.096000E-01,1.50146E+01,1.62354E+01,1.37695E-01
9.102000E-01,1.43311E+01,1.42822E+01,4.00391E-02
9.102000E-01,1.50146E+01,1.60889E+01,1.27930E-01
9.108000E-01,1.42334E+01,1.43799E+01,4.19922E-02
9.108000E-01,1.50146E+01,1.54053E+01,1.35742E-01
9.114000E-01,1.42334E+01,1.43799E+01,4.19922E-02
9.114000E-01,1.50146E+01,1.56006E+01,1.35742E-01
9.120000E-01,1.42822E+01,1.45264E+01,4.58984E-02
9.120000E-01,1.50146E+01,1.60400E+01,1.31836E-01
9.126000E-01,1.42822E+01,1.49170E+01,4.58984E-02
9.126000E-01,1.50146E+01,1.62354E+01,1.31836E-01
9.132000E-01,1.43311E+01,1.53076E+01,5.56641E-02
9.132000E-01,1.50146E+01,1.62354E+01,1.16211E-01
9.138000E-01,1.43311E+01,1.47705E+01,5.56641E-02
9.138000E-01,1.50146E+01,1.62354E+01,1.10352E-01
9.144000E-01,1.42822E+01,1.46240E+01,5.76172E-02
9.144000E-01,1.50146E+01,1.61865E+01,1.14258E-01
9.150000E-01,1.42334E+01,1.45752E+01,6.15234E-02
9.150000E-01,1.50146E+01,1.56982E+01,1.16211E-01
9.156000E-01,1.42334E+01,1.45752E+01,5.76172E-02
9.156000E-01,1.50146E+01,1.56494E+01,1.18164E-01
9.162000E-01,1.43311E+01,1.46729E+01,3.22266E-02
9.162000E-01,1.50146E+01,1.60400E+01,1.29883E-01
9.168000E-01,1.43311E+01,1.50146E+01,3.22266E-02
9.168000E-01,1.50146E+01,1.63818E+01,1.29883E-01
9.174000E-01,1.42334E+01,1.54053E+01,3.41797E-02
9.174000E-01,1.50146E+01,1.64795E+01,1.29883E-01
9.180000E-01,1.42334E+01,1.53076E+01,3.41797E-02
9.180000E-01,1.50635E+01,1.64795E+01,1.29883E-01
9.186000E-01,1.43311E+01,1.47217E+01,4.78516E-02
9.186000E-01,1.50635E+01,1.64307E+01,1.22070E-01
9.192000E-01,1.42334E+01,1.47217E+01,3.80859E-02
9.192000E-01,1.50146E+01,1.60889E+01,1.31836E-01
9.198000E-01,1.42334E+01,1.47217E+01,3.80859E-02
9.198000E-01,1.50146E+01,1.58447E+01,1.31836E-01
9.204000E-01,1.42334E+01,1.48682E+01,4.58984E-02
9.204000E-01,1.50146E+01,1.62354E+01,1.27930E-01
9.210000E-01,1.43311E+01,1.51611E+01,4.58984E-02
9.210000E-01,1.50146E+01,1.65771E+01,1.27930E-01
9.216000E-01,1.43311E+01,1.56006E+01,5.76172E-02
9.216000E-01,1.50146E+01,1.67236E+01,1.08398E-01
9.222000E-01,1.43311E+01,1.55029E+01,5.76172E-02
9.222000E-01,1.50146E+01,1.67236E+01,1.08398E-01
9.228000E-01,1.43311E+01,1.49170E+01,5.95703E-02
9.228000E-01,1.50146E+01,1.66260E+01,1.08398E-01
9.234000E-01,1.43311E+01,1.47217E+01,5.76172E-02
9.234000E-01,1.50146E+01,1.62354E+01,1.14258E-01
9.240000E-01,1.43311E+01,1.47217E+01,4.98047E-02
9.240000E-01,1.50146E+01,1.57471E+01,1.14258E-01
9.246000E-01,1.42822E+01,1.47705E+01,3.02734E-02
9.246000E-01,1.50146E+01,1.61865E+01,1.20117E-01
9.252000E-01,1.42822E+01,1.50635E+01,3.02734E-02
9.252000E-01,1.50146E+01,1.65283E+01,1.22070E-01
9.258000E-01,1.42822E+01,1.55029E+01,3.61328E-02
9.258000E-01,1.50146E+01,1.67236E+01,1.33789E-01
9.264000E-01,1.42822E+01,1.57959E+01,3.61328E-02
9.264000E-01,1.50146E+01,1.67236E+01,1.33789E-01
9.270000E-01,1.43311E+01,1.50146E+01,5.37109E-02
9.270000E-01,1.50146E+01,1.67236E+01,1.16211E-01
9.276000E-01,1.43311E+01,1.49658E+01,3.22266E-02
9.276000E-01,1.50635E+01,1.65283E+01,1.24023E-01
9.282000E-01,1.42822E+01,1.49658E+01,3.22266E-02
9.282000E-01,1.50635E+01,1.58447E+01,1.24023E-01
9.288000E-01,1.42822E+01,1.50146E+01,3.41797E-02
9.288000E-01,1.50146E+01,1.62842E+01,1.20117E-01
9.294000E-01,1.42822E+01,1.51611E+01,3.80859E-02
9.294000E-01,1.50146E+01,1.66260E+01,1.16211E-01
9.300000E-01,1.42822E+01,1.55518E+01,5.37109E-02
9.300000E-01,1.50146E+01,1.68213E+01,1.12305E-01
9.306000E-01,1.42822E+01,1.59424E+01,5.76172E-02
9.306000E-01,1.50146E+01,1.68213E+01,1.12305E-01
9.312000E-01,1.43311E+01,1.52100E+01,5.56641E-02
9.312000E-01,1.50146E+01,1.68213E+01,1.08398E-01
9.318000E-01,1.43311E+01,1.52100E+01,4.98047E-02
9.318000E-01,1.50146E+01,1.67236E+01,1.06445E-01
9.324000E-01,1.43311E+01,1.52588E+01,3.80859E-02
9.324000E-01,1.50146E+01,1.60889E+01,1.12305E-01
9.330000E-01,1.43311E+01,1.52588E+01,3.80859E-02
9.330000E-01,1.50146E+01,1.63818E+01,1.22070E-01
9.336000E-01,1.42822E+01,1.54053E+01,3.41797E-02
9.336000E-01,1.50146E+01,1.67725E+01,1.22070E-01
9.342000E-01,1.42822E+01,1.57471E+01,3.22266E-02
9.342000E-01,1.50635E+01,1.69678E+01,1.27930E-01
9.348000E-01,1.43311E+01,1.61377E+01,3.22266E-02
9.348000E-01,1.50635E+01,1.69678E+01,1.27930E-01
9.354000E-01,1.43311E+01,1.50635E+01,4.98047E-02
9.354000E-01,1.50146E+01,1.69678E+01,1.06445E-01
9.360000E-01,1.42334E+01,1.50635E+01,3.02734E-02
9.360000E-01,1.50635E+01,1.68213E+01,1.16211E-01
9.366000E-01,1.42334E+01,1.52100E+01,3.02734E-02
9.366000E-01,1.51123E+01,1.62354E+01,1.20117E-01
9.372000E-01,1.43311E+01,1.52100E+01,3.61328E-02
9.372000E-01,1.51123E+01,1.64795E+01,1.20117E-01
9.378000E-01,1.43311E+01,1.53076E+01,4.19922E-02
9.378000E-01,1.50635E+01,1.69189E+01,1.12305E-01
9.384000E-01,1.43311E+01,1.57959E+01,4.78516E-02
9.384000E-01,1.50146E+01,1.71143E+01,1.04492E-01
9.390000E-01,1.43311E+01,1.61865E+01,5.17578E-02
9.390000E-01,1.50635E+01,1.71631E+01,1.02539E-01
9.396000E-01,1.43311E+01,1.51611E+01,4.98047E-02
9.396000E-01,1.50635E+01,1.71631E+01,1.00586E-01
9.402000E-01,1.43311E+01,1.51611E+01,4.58984E-02
9.402000E-01,1.50635E+01,1.70166E+01,1.06445E-01
9.408000E-01,1.43311E+01,1.51611E+01,4.39453E-02
9.408000E-01,1.50635E+01,1.61377E+01,1.10352E-01
9.414000E-01,1.43311E+01,1.51611E+01,3.22266E-02
9.414000E-01,1.50635E+01,1.63818E+01,1.18164E-01
9.420000E-01,1.43311E+01,1.52588E+01,3.02734E-02
9.420000E-01,1.51123E+01,1.67725E+01,1.18164E-01
9.426000E-01,1.43311E+01,1.56982E+01,2.24609E-02
9.426000E-01,1.51123E+01,1.70166E+01,1.20117E-01
9.432000E-01,1.43311E+01,1.61377E+01,2.24609E-02
9.432000E-01,1.50635E+01,1.70166E+01,1.20117E-01
9.438000E-01,1.43311E+01,1.54053E+01,4.19922E-02
9.438000E-01,1.50146E+01,1.70166E+01,1.02539E-01
9.444000E-01,1.43311E+01,1.53076E+01,3.02734E-02
9.444000E-01,1.50146E+01,1.69678E+01,1.18164E-01
9.450000E-01,1.43311E+01,1.53076E+01,3.02734E-02
9.450000E-01,1.51123E+01,1.62354E+01,1.18164E-01
9.456000E-01,1.43311E+01,1.53076E+01,3.41797E-02
9.456000E-01,1.51123E+01,1.65283E+01,1.18164E-01
9.462000E-01,1.43311E+01,1.54541E+01,4.19922E-02
9.462000E-01,1.50635E+01,1.69678E+01,1.14258E-01
9.468000E-01,1.43311E+01,1.58936E+01,4.58984E-02
9.468000E-01,1.50635E+01,1.72607E+01,9.86328E-02
9.474000E-01,1.43311E+01,1.63330E+01,4.58984E-02
9.474000E-01,1.50635E+01,1.72607E+01,9.86328E-02
9.480000E-01,1.43311E+01,1.55029E+01,4.78516E-02
9.480000E-01,1.50635E+01,1.73584E+01,1.04492E-01
9.486000E-01,1.43311E+01,1.55029E+01,4.58984E-02
9.486000E-01,1.50146E+01,1.73584E+01,1.04492E-01
9.492000E-01,1.43311E+01,1.55029E+01,4.00391E-02
9.492000E-01,1.50146E+01,1.66260E+01,1.04492E-01
9.498000E-01,1.43311E+01,1.56006E+01,2.83203E-02
9.498000E-01,1.50635E+01,1.68213E+01,1.16211E-01
9.504000E-01,1.43311E+01,1.57959E+01,1.66016E-02
9.504000E-01,1.50635E+01,1.73096E+01,1.16211E-01
9.510000E-01,1.43311E+01,1.61377E+01,1.66016E-02
9.510000E-01,1.50635E+01,1.74561E+01,1.16211E-01
9.516000E-01,1.43311E+01,1.62842E+01,1.85547E-02
9.516000E-01,1.50635E+01,1.74561E+01,1.16211E-01
9.522000E-01,1.43311E+01,1.58447E+01,4.58984E-02
9.522000E-01,1.50146E+01,1.74561E+01,9.66797E-02
9.528000E-01,1.43311E+01,1.54541E+01,2.63672E-02
9.528000E-01,1.50146E+01,1.69189E+01,1.22070E-01
9.534000E-01,1.43311E+01,1.54541E+01,2.63672E-02
9.534000E-01,1.50146E+01,1.66748E+01,1.22070E-01
9.540000E-01,1.43311E+01,1.56006E+01,2.83203E-02
9.540000E-01,1.50146E+01,1.68701E+01,1.12305E-01
9.546000E-01,1.43311E+01,1.56982E+01,4.00391E-02
9.546000E-01,1.50146E+01,1.73584E+01,9.66797E-02
9.552000E-01,1.43311E+01,1.62354E+01,4.19922E-02
9.552000E-01,1.50635E+01,1.74072E+01,9.47266E-02
9.558000E-01,1.43311E+01,1.60400E+01,4.39453E-02
9.558000E-01,1.50635E+01,1.74072E+01,9.86328E-02
9.564000E-01,1.42334E+01,1.56006E+01,4.39453E-02
9.564000E-01,1.50146E+01,1.73584E+01,9.86328E-02
9.570000E-01,1.42334E+01,1.56006E+01,3.61328E-02
9.570000E-01,1.50146E+01,1.69678E+01,1.00586E-01
9.576000E-01,1.43311E+01,1.56006E+01,2.83203E-02
9.576000E-01,1.50146E+01,1.65771E+01,1.00586E-01
9.582000E-01,1.43311E+01,1.56006E+01,2.24609E-02
9.582000E-01,1.50146E+01,1.69189E+01,1.06445E-01
9.588000E-01,1.43311E+01,1.58447E+01,1.85547E-02
9.588000E-01,1.50635E+01,1.73584E+01,1.10352E-01
9.594000E-01,1.43311E+01,1.62842E+01,1.85547E-02
9.594000E-01,1.50635E+01,1.74561E+01,1.14258E-01
9.600000E-01,1.43311E+01,1.62842E+01,1.85547E-02
9.600000E-01,1.50146E+01,1.75049E+01,1.14258E-01
9.606000E-01,1.43799E+01,1.56982E+01,2.83203E-02
9.606000E-01,1.50146E+01,1.75049E+01,1.00586E-01
9.612000E-01,1.43311E+01,1.56982E+01,1.66016E-02
9.612000E-01,1.50635E+01,1.71631E+01,1.12305E-01
9.618000E-01,1.43311E+01,1.58447E+01,1.66016E-02
9.618000E-01,1.50635E+01,1.69189E+01,1.12305E-01
9.624000E-01,1.43311E+01,1.58936E+01,1.85547E-02
9.624000E-01,1.50146E+01,1.72607E+01,1.08398E-01
9.630000E-01,1.43311E+01,1.61377E+01,3.80859E-02
9.630000E-01,1.50146E+01,1.75537E+01,9.66797E-02
9.636000E-01,1.43311E+01,1.66260E+01,4.19922E-02
9.636000E-01,1.50146E+01,1.76025E+01,9.27734E-02
9.642000E-01,1.43311E+01,1.62354E+01,4.00391E-02
9.642000E-01,1.50146E+01,1.76025E+01,9.27734E-02
9.648000E-01,1.43311E+01,1.56006E+01,3.80859E-02
9.648000E-01,1.50635E+01,1.75049E+01,9.08203E-02
9.654000E-01,1.43311E+01,1.56006E+01,3.22266E-02
9.654000E-01,1.50635E+01,1.69189E+01,9.66797E-02
9.660000E-01,1.43311E+01,1.58447E+01,3.02734E-02
9.660000E-01,1.50635E+01,1.69678E+01,1.00586E-01
9.666000E-01,1.42334E+01,1.59912E+01,2.24609E-02
9.666000E-01,1.50635E+01,1.73584E+01,1.08398E-01
9.672000E-01,1.42334E+01,1.62842E+01,1.07422E-02
9.672000E-01,1.51123E+01,1.77490E+01,1.12305E-01
9.678000E-01,1.43311E+01,1.66748E+01,1.07422E-02
9.678000E-01,1.51123E+01,1.77979E+01,1.12305E-01
9.684000E-01,1.43311E+01,1.57471E+01,1.85547E-02
9.684000E-01,1.50635E+01,1.77979E+01,1.08398E-01
9.690000E-01,1.43799E+01,1.56494E+01,1.85547E-02
9.690000E-01,1.50635E+01,1.76514E+01,1.06445E-01
9.696000E-01,1.43311E+01,1.56494E+01,1.85547E-02
9.696000E-01,1.50635E+01,1.68701E+01,1.08398E-01
9.702000E-01,1.43311E+01,1.57471E+01,2.05078E-02
9.702000E-01,1.50635E+01,1.69189E+01,1.08398E-01
9.708000E-01,1.43311E+01,1.58447E+01,2.24609E-02
9.708000E-01,1.50635E+01,1.73584E+01,1.08398E-01
9.714000E-01,4.56543E+00,1.62354E+01,-1.70898E-01
9.714000E-01,1.51123E+01,1.77002E+01,1.86523E-01
9.720000E-01,4.56543E+00,1.65283E+01,-1.70898E-01
9.720000E-01,1.51123E+01,1.77002E+01,1.86523E-01
9.726000E-01,4.61426E+00,1.59912E+01,-1.04492E-01
9.726000E-01,5.34668E+00,1.76025E+01,6.83594E-03
9.732000E-01,4.66309E+00,1.57959E+01,-1.20117E-01
9.732000E-01,5.39551E+00,1.75049E+01,-3.80859E-02
9.738000E-01,4.66309E+00,1.56494E+01,-1.41602E-01
9.738000E-01,5.39551E+00,1.69189E+01,-6.54297E-02
9.744000E-01,4.66309E+00,1.56494E+01,-1.63086E-01
9.744000E-01,5.44434E+00,1.68213E+01,-7.91016E-02
9.750000E-01,4.71191E+00,1.57959E+01,-1.70898E-01
