in s,C1 in V,C2 in V,C3 in V
2.227800E+00,4.66309E+00,1.39893E+01,-1.61133E-01
2.227800E+00,5.39551E+00,1.52100E+01,-7.51953E-02
2.228400E+00,4.66309E+00,1.42334E+01,-1.61133E-01
2.228400E+00,5.39551E+00,1.53076E+01,-7.51953E-02
2.229000E+00,4.66309E+00,1.44287E+01,-1.57227E-01
2.229000E+00,5.39551E+00,1.53076E+01,-7.51953E-02
2.229600E+00,4.71191E+00,1.36475E+01,-1.49414E-01
2.229600E+00,5.34668E+00,1.52588E+01,-9.08203E-02
2.230200E+00,4.66309E+00,1.33545E+01,-1.41602E-01
2.230200E+00,5.39551E+00,1.51611E+01,-9.08203E-02
2.230800E+00,4.66309E+00,1.33545E+01,-1.41602E-01
2.230800E+00,5.44434E+00,1.43799E+01,-9.08203E-02
2.231400E+00,4.71191E+00,1.33545E+01,-1.41602E-01
2.231400E+00,5.44434E+00,1.43799E+01,-9.27734E-02
2.232000E+00,4.66309E+00,1.34521E+01,-1.41602E-01
2.232000E+00,5.34668E+00,1.46240E+01,-8.49609E-02
2.232600E+00,4.66309E+00,1.36475E+01,-1.47461E-01
2.232600E+00,5.39551E+00,1.48193E+01,-7.51953E-02
2.233200E+00,4.66309E+00,1.38916E+01,-1.55273E-01
2.233200E+00,5.39551E+00,1.49170E+01,-7.12891E-02
2.233800E+00,4.66309E+00,1.38916E+01,-1.61133E-01
2.233800E+00,5.34668E+00,1.49658E+01,-5.56641E-02
2.234400E+00,4.66309E+00,1.32568E+01,-1.61133E-01
2.234400E+00,5.39551E+00,1.49658E+01,-5.56641E-02
2.235000E+00,4.66309E+00,1.29639E+01,-1.49414E-01
2.235000E+00,5.39551E+00,1.46729E+01,-5.95703E-02
2.235600E+00,4.66309E+00,1.28174E+01,-1.43555E-01
2.235600E+00,5.34668E+00,1.39404E+01,-6.34766E-02
2.236200E+00,4.66309E+00,1.28174E+01,-1.49414E-01
2.236200E+00,5.34668E+00,1.38916E+01,-6.34766E-02
2.236800E+00,4.66309E+00,1.29150E+01,-1.49414E-01
2.236800E+00,5.39551E+00,1.40381E+01,-6.34766E-02
2.237400E+00,4.66309E+00,1.31104E+01,-1.39648E-01
2.237400E+00,5.39551E+00,1.43311E+01,-6.54297E-02
2.238000E+00,4.66309E+00,1.33545E+01,-1.27930E-01
2.238000E+00,5.34668E+00,1.44775E+01,-7.91016E-02
2.238600E+00,4.66309E+00,1.35986E+01,-1.27930E-01
2.238600E+00,5.39551E+00,1.44775E+01,-7.51953E-02
2.239200E+00,4.66309E+00,1.27686E+01,-1.25977E-01
2.239200E+00,5.39551E+00,1.44287E+01,-7.32422E-02
2.239800E+00,4.66309E+00,1.27197E+01,-1.35742E-01
2.239800E+00,5.34668E+00,1.43311E+01,-7.32422E-02
2.240400E+00,4.66309E+00,1.25732E+01,-1.35742E-01
2.240400E+00,5.34668E+00,1.35986E+01,-6.93359E-02
2.241000E+00,4.66309E+00,1.25732E+01,-1.39648E-01
2.241000E+00,5.34668E+00,1.34033E+01,-5.76172E-02
2.241600E+00,4.66309E+00,1.25732E+01,-1.41602E-01
2.241600E+00,5.34668E+00,1.35986E+01,-5.76172E-02
2.242200E+00,4.66309E+00,1.26221E+01,-1.41602E-01
2.242200E+00,5.34668E+00,1.37939E+01,-5.17578E-02
2.242800E+00,4.66309E+00,1.28662E+01,-1.41602E-01
2.242800E+00,5.34668E+00,1.39404E+01,-4.39453E-02
2.243400E+00,4.66309E+00,1.31104E+01,-1.37695E-01
2.243400E+00,5.34668E+00,1.39893E+01,-4.39453E-02
2.244000E+00,4.66309E+00,1.31104E+01,-1.35742E-01
2.244000E+00,5.34668E+00,1.39893E+01,-5.37109E-02
2.244600E+00,4.66309E+00,1.25244E+01,-1.39648E-01
2.244600E+00,5.34668E+00,1.38916E+01,-5.37109E-02
2.245200E+00,4.66309E+00,1.23291E+01,-1.39648E-01
2.245200E+00,5.34668E+00,1.37939E+01,-5.37109E-02
2.245800E+00,4.66309E+00,1.22314E+01,-1.33789E-01
2.245800E+00,5.34668E+00,1.32568E+01,-5.37109E-02
2.246400E+00,4.66309E+00,1.22314E+01,-1.20117E-01
2.246400E+00,5.34668E+00,1.31592E+01,-6.73828E-02
2.247000E+00,4.66309E+00,1.22314E+01,-1.16211E-01
2.247000E+00,5.34668E+00,1.32568E+01,-6.93359E-02
2.247600E+00,4.61426E+00,1.24268E+01,-1.16211E-01
2.247600E+00,5.34668E+00,1.35010E+01,-6.54297E-02
2.248200E+00,4.61426E+00,1.25732E+01,-1.14258E-01
2.248200E+00,5.34668E+00,1.35986E+01,-5.95703E-02
2.248800E+00,4.66309E+00,1.27686E+01,-1.18164E-01
2.248800E+00,5.34668E+00,1.35986E+01,-5.37109E-02
2.249400E+00,4.66309E+00,1.25732E+01,-1.25977E-01
2.249400E+00,5.34668E+00,1.35986E+01,-4.58984E-02
2.250000E+00,4.66309E+00,1.19385E+01,-1.31836E-01
2.250000E+00,5.34668E+00,1.35498E+01,-4.19922E-02
2.250600E+00,4.56543E+00,1.18408E+01,-1.33789E-01
2.250600E+00,5.34668E+00,1.32080E+01,-3.80859E-02
2.251200E+00,4.56543E+00,1.18408E+01,-1.33789E-01
2.251200E+00,5.34668E+00,1.27686E+01,-3.80859E-02
2.251800E+00,4.66309E+00,1.18408E+01,-1.25977E-01
2.251800E+00,5.34668E+00,1.26709E+01,-4.78516E-02
2.252400E+00,4.66309E+00,1.18408E+01,-1.25977E-01
2.252400E+00,5.34668E+00,1.29150E+01,-3.80859E-02
2.253000E+00,4.66309E+00,1.19873E+01,-1.25977E-01
2.253000E+00,5.34668E+00,1.30615E+01,-3.80859E-02
2.253600E+00,4.56543E+00,1.22314E+01,-1.22070E-01
2.253600E+00,5.34668E+00,1.32568E+01,-4.19922E-02
2.254200E+00,4.56543E+00,1.23779E+01,-1.20117E-01
2.254200E+00,5.34668E+00,1.32568E+01,-4.19922E-02
2.254800E+00,4.66309E+00,1.22314E+01,-1.04492E-01
2.254800E+00,5.34668E+00,1.32080E+01,-5.56641E-02
2.255400E+00,4.66309E+00,1.14502E+01,-1.04492E-01
2.255400E+00,5.34668E+00,1.31592E+01,-5.76172E-02
2.256000E+00,4.66309E+00,1.13037E+01,-1.04492E-01
2.256000E+00,5.34668E+00,1.29639E+01,-4.98047E-02
2.256600E+00,4.66309E+00,1.13037E+01,-1.06445E-01
2.256600E+00,5.34668E+00,1.22803E+01,-4.98047E-02
2.257200E+00,4.66309E+00,1.12061E+01,-1.06445E-01
2.257200E+00,5.34668E+00,1.20850E+01,-4.58984E-02
2.257800E+00,4.66309E+00,1.12061E+01,-1.14258E-01
2.257800E+00,5.34668E+00,1.22803E+01,-3.61328E-02
2.258400E+00,4.51660E+00,1.13037E+01,-1.14258E-01
2.258400E+00,5.34668E+00,1.25732E+01,-2.83203E-02
2.259000E+00,4.51660E+00,1.15479E+01,-1.22070E-01
2.259000E+00,5.34668E+00,1.26221E+01,-2.83203E-02
2.259600E+00,4.61426E+00,1.18408E+01,-1.22070E-01
2.259600E+00,5.34668E+00,1.26709E+01,-3.22266E-02
2.260200E+00,4.61426E+00,1.18408E+01,-1.08398E-01
2.260200E+00,5.34668E+00,1.26709E+01,-3.80859E-02
2.260800E+00,4.61426E+00,1.13037E+01,-1.14258E-01
2.260800E+00,5.34668E+00,1.26709E+01,-3.02734E-02
2.261400E+00,4.61426E+00,1.11084E+01,-1.14258E-01
2.261400E+00,5.34668E+00,1.26221E+01,-3.02734E-02
2.262000E+00,4.56543E+00,1.09619E+01,-1.14258E-01
2.262000E+00,5.34668E+00,1.21826E+01,-2.24609E-02
2.262600E+00,4.56543E+00,1.09619E+01,-1.08398E-01
2.262600E+00,5.34668E+00,1.18896E+01,-2.24609E-02
2.263200E+00,4.61426E+00,1.09619E+01,-1.00586E-01
2.263200E+00,5.29785E+00,1.18896E+01,-4.39453E-02
2.263800E+00,4.66309E+00,1.09619E+01,-9.47266E-02
2.263800E+00,5.29785E+00,1.20361E+01,-4.19922E-02
2.264400E+00,4.66309E+00,1.11572E+01,-9.66797E-02
2.264400E+00,5.29785E+00,1.22803E+01,-4.19922E-02
2.265000E+00,4.61426E+00,1.13037E+01,-9.66797E-02
2.265000E+00,5.29785E+00,1.23291E+01,-4.19922E-02
2.265600E+00,4.61426E+00,1.15479E+01,-1.02539E-01
2.265600E+00,5.29785E+00,1.23779E+01,-4.00391E-02
2.266200E+00,4.56543E+00,1.14014E+01,-1.08398E-01
2.266200E+00,5.34668E+00,1.23779E+01,-2.44141E-02
2.266800E+00,4.56543E+00,1.07666E+01,-1.08398E-01
2.266800E+00,5.34668E+00,1.22803E+01,-2.44141E-02
2.267400E+00,4.56543E+00,1.07178E+01,-1.10352E-01
2.267400E+00,5.34668E+00,1.22803E+01,-2.05078E-02
2.268000E+00,4.56543E+00,1.07178E+01,-1.10352E-01
2.268000E+00,5.34668E+00,1.18408E+01,-2.05078E-02
2.268600E+00,4.56543E+00,1.06689E+01,-9.08203E-02
2.268600E+00,5.34668E+00,1.14990E+01,-4.19922E-02
2.269200E+00,4.56543E+00,1.06689E+01,-1.08398E-01
2.269200E+00,5.34668E+00,1.15967E+01,-2.24609E-02
2.269800E+00,4.61426E+00,1.07178E+01,-1.08398E-01
2.269800E+00,5.34668E+00,1.17920E+01,-2.24609E-02
2.270400E+00,4.61426E+00,1.09131E+01,-1.00586E-01
2.270400E+00,5.34668E+00,1.19873E+01,-2.24609E-02
2.271000E+00,4.61426E+00,1.11084E+01,-9.66797E-02
2.271000E+00,5.34668E+00,1.20361E+01,-2.24609E-02
2.271600E+00,4.56543E+00,1.12061E+01,-8.49609E-02
2.271600E+00,5.29785E+00,1.20361E+01,-3.61328E-02
2.272200E+00,4.56543E+00,1.08643E+01,-8.30078E-02
2.272200E+00,5.29785E+00,1.20361E+01,-3.61328E-02
2.272800E+00,4.56543E+00,1.06201E+01,-8.30078E-02
2.272800E+00,5.34668E+00,1.19873E+01,-3.61328E-02
2.273400E+00,4.56543E+00,1.03271E+01,-8.30078E-02
2.273400E+00,5.34668E+00,1.16943E+01,-3.02734E-02
2.274000E+00,4.56543E+00,1.02783E+01,-9.66797E-02
2.274000E+00,5.29785E+00,1.14014E+01,-3.02734E-02
2.274600E+00,4.56543E+00,1.02783E+01,-1.02539E-01
2.274600E+00,5.29785E+00,1.11084E+01,-1.66016E-02
2.275200E+00,4.56543E+00,1.02783E+01,-1.04492E-01
2.275200E+00,5.34668E+00,1.11084E+01,-1.46484E-02
2.275800E+00,4.56543E+00,1.03271E+01,-1.06445E-01
2.275800E+00,5.34668E+00,1.14014E+01,-8.78906E-03
2.276400E+00,4.56543E+00,1.04248E+01,-1.06445E-01
2.276400E+00,5.34668E+00,1.15479E+01,-8.78906E-03
2.277000E+00,4.56543E+00,1.06689E+01,-8.49609E-02
2.277000E+00,5.29785E+00,1.16455E+01,-2.63672E-02
2.277600E+00,4.56543E+00,1.08643E+01,-1.00586E-01
2.277600E+00,5.29785E+00,1.16455E+01,-1.07422E-02
2.278200E+00,4.56543E+00,1.06689E+01,-1.00586E-01
2.278200E+00,5.29785E+00,1.16455E+01,-1.07422E-02
2.278800E+00,4.56543E+00,1.01318E+01,-9.27734E-02
2.278800E+00,5.29785E+00,1.15967E+01,-1.26953E-02
2.279400E+00,4.56543E+00,1.00830E+01,-8.49609E-02
2.279400E+00,5.29785E+00,1.14014E+01,-1.85547E-02
2.280000E+00,4.56543E+00,1.00342E+01,-7.71484E-02
2.280000E+00,5.29785E+00,1.10596E+01,-2.83203E-02
2.280600E+00,4.56543E+00,9.93652E+00,-7.71484E-02
2.280600E+00,5.29785E+00,1.08154E+01,-2.83203E-02
2.281200E+00,4.51660E+00,9.93652E+00,-7.71484E-02
2.281200E+00,5.29785E+00,1.08154E+01,-2.44141E-02
2.281800E+00,4.51660E+00,9.98535E+00,-7.91016E-02
2.281800E+00,5.29785E+00,1.09131E+01,-2.05078E-02
2.282400E+00,4.56543E+00,1.00830E+01,-8.10547E-02
2.282400E+00,5.29785E+00,1.11084E+01,-1.66016E-02
2.283000E+00,4.51660E+00,1.02783E+01,-1.00586E-01
2.283000E+00,5.29785E+00,1.12061E+01,-2.92969E-03
2.283600E+00,4.51660E+00,1.04248E+01,-1.00586E-01
2.283600E+00,5.29785E+00,1.12549E+01,9.76562E-04
2.284200E+00,4.51660E+00,1.04736E+01,-9.86328E-02
2.284200E+00,5.29785E+00,1.12549E+01,9.76562E-04
2.284800E+00,4.51660E+00,1.04248E+01,-9.47266E-02
2.284800E+00,5.29785E+00,1.12549E+01,-2.92969E-03
2.285400E+00,4.56543E+00,9.74121E+00,-7.12891E-02
2.285400E+00,5.29785E+00,1.12549E+01,-2.24609E-02
2.286000E+00,4.51660E+00,9.74121E+00,-9.08203E-02
2.286000E+00,5.29785E+00,1.11572E+01,-6.83594E-03
2.286600E+00,4.51660E+00,9.74121E+00,-9.27734E-02
2.286600E+00,5.29785E+00,1.07178E+01,-6.83594E-03
2.287200E+00,4.56543E+00,9.74121E+00,-9.27734E-02
2.287200E+00,5.29785E+00,1.05713E+01,-6.83594E-03
2.287800E+00,4.56543E+00,9.74121E+00,-7.71484E-02
2.287800E+00,5.29785E+00,1.05713E+01,-1.85547E-02
2.288400E+00,4.56543E+00,9.79004E+00,-7.12891E-02
2.288400E+00,5.34668E+00,1.07178E+01,-2.05078E-02
2.289000E+00,4.56543E+00,9.83887E+00,-7.12891E-02
2.289000E+00,5.34668E+00,1.08643E+01,-2.05078E-02
2.289600E+00,4.56543E+00,1.00342E+01,-6.73828E-02
2.289600E+00,5.24902E+00,1.09131E+01,-1.66016E-02
2.290200E+00,4.56543E+00,1.01318E+01,-7.12891E-02
2.290200E+00,5.24902E+00,1.09619E+01,-1.46484E-02
2.290800E+00,4.56543E+00,1.01318E+01,-7.71484E-02
2.290800E+00,5.24902E+00,1.09619E+01,-1.07422E-02
2.291400E+00,4.56543E+00,9.88769E+00,-9.47266E-02
2.291400E+00,5.29785E+00,1.09131E+01,-9.76563E-04
2.292000E+00,4.56543E+00,9.44824E+00,-9.47266E-02
2.292000E+00,5.29785E+00,1.08643E+01,9.76562E-04
2.292600E+00,4.56543E+00,9.44824E+00,-8.88672E-02
2.292600E+00,5.29785E+00,1.06689E+01,2.92969E-03
2.293200E+00,4.56543E+00,9.39941E+00,-8.88672E-02
2.293200E+00,5.29785E+00,1.03271E+01,2.92969E-03
2.293800E+00,4.56543E+00,9.35059E+00,-7.12891E-02
2.293800E+00,5.24902E+00,1.03271E+01,-1.46484E-02
2.294400E+00,4.56543E+00,9.35059E+00,-8.49609E-02
2.294400E+00,5.29785E+00,1.02783E+01,2.92969E-03
2.295000E+00,4.56543E+00,9.39941E+00,-8.49609E-02
2.295000E+00,5.29785E+00,1.03760E+01,2.92969E-03
2.295600E+00,4.56543E+00,9.49707E+00,-7.91016E-02
2.295600E+00,5.24902E+00,1.04736E+01,-9.76563E-04
2.296200E+00,4.56543E+00,9.59473E+00,-6.54297E-02
2.296200E+00,5.24902E+00,1.06201E+01,-1.26953E-02
2.296800E+00,4.56543E+00,9.79004E+00,-6.34766E-02
2.296800E+00,5.24902E+00,1.06689E+01,-1.46484E-02
2.297400E+00,4.56543E+00,9.88769E+00,-6.34766E-02
2.297400E+00,5.24902E+00,1.06689E+01,-1.46484E-02
2.298000E+00,4.56543E+00,9.83887E+00,-6.34766E-02
2.298000E+00,5.24902E+00,1.06689E+01,-1.46484E-02
2.298600E+00,4.51660E+00,9.59473E+00,-6.54297E-02
2.298600E+00,5.24902E+00,1.06201E+01,-1.07422E-02
2.299200E+00,4.51660E+00,9.20410E+00,-8.10547E-02
2.299200E+00,5.24902E+00,1.05225E+01,-9.76563E-04
2.299800E+00,4.51660E+00,9.05762E+00,-8.10547E-02
2.299800E+00,5.24902E+00,1.03760E+01,4.88281E-03
2.300400E+00,4.51660E+00,9.00879E+00,-8.30078E-02
2.300400E+00,5.29785E+00,1.01318E+01,8.78906E-03
2.301000E+00,4.51660E+00,9.00879E+00,-8.49609E-02
2.301000E+00,5.29785E+00,9.83887E+00,1.07422E-02
2.301600E+00,4.56543E+00,9.00879E+00,-8.49609E-02
2.301600E+00,5.29785E+00,9.83887E+00,1.07422E-02
2.302200E+00,4.51660E+00,9.00879E+00,-7.12891E-02
2.302200E+00,5.29785E+00,9.98535E+00,-9.76563E-04
2.302800E+00,4.51660E+00,9.10644E+00,-8.49609E-02
2.302800E+00,5.24902E+00,1.01807E+01,1.07422E-02
2.303400E+00,4.56543E+00,9.30176E+00,-8.49609E-02
2.303400E+00,5.29785E+00,1.02295E+01,1.26953E-02
2.304000E+00,4.56543E+00,9.49707E+00,-7.51953E-02
2.304000E+00,5.29785E+00,1.02783E+01,1.26953E-02
2.304600E+00,4.56543E+00,9.49707E+00,-6.15234E-02
2.304600E+00,5.24902E+00,1.02783E+01,-4.88281E-03
2.305200E+00,4.56543E+00,9.39941E+00,-5.95703E-02
2.305200E+00,5.24902E+00,1.02783E+01,-6.83594E-03
2.305800E+00,4.56543E+00,9.15527E+00,-5.95703E-02
2.305800E+00,5.24902E+00,1.02295E+01,-6.83594E-03
2.306400E+00,4.51660E+00,8.91113E+00,-5.76172E-02
2.306400E+00,5.24902E+00,1.01318E+01,-6.83594E-03
2.307000E+00,4.51660E+00,8.81348E+00,-6.15234E-02
2.307000E+00,5.29785E+00,9.93652E+00,-2.92969E-03
2.307600E+00,4.51660E+00,8.71582E+00,-6.73828E-02
2.307600E+00,5.29785E+00,9.64355E+00,6.83594E-03
2.308200E+00,4.56543E+00,8.66699E+00,-7.71484E-02
2.308200E+00,5.29785E+00,9.59473E+00,1.66016E-02
2.308800E+00,4.56543E+00,8.66699E+00,-7.91016E-02
2.308800E+00,5.29785E+00,9.64355E+00,2.24609E-02
2.309400E+00,4.56543E+00,8.81348E+00,-7.91016E-02
2.309400E+00,5.29785E+00,9.74121E+00,2.24609E-02
2.310000E+00,4.56543E+00,8.95996E+00,-7.71484E-02
2.310000E+00,5.24902E+00,9.83887E+00,1.46484E-02
2.310600E+00,4.51660E+00,9.05762E+00,-7.91016E-02
2.310600E+00,5.24902E+00,9.98535E+00,6.83594E-03
2.311200E+00,4.51660E+00,9.20410E+00,-7.91016E-02
2.311200E+00,5.24902E+00,9.98535E+00,1.07422E-02
2.311800E+00,4.51660E+00,9.25293E+00,-7.71484E-02
2.311800E+00,5.29785E+00,9.98535E+00,1.07422E-02
2.312400E+00,4.51660E+00,9.20410E+00,-7.71484E-02
2.312400E+00,5.29785E+00,9.98535E+00,1.07422E-02
2.313000E+00,4.56543E+00,9.00879E+00,-6.15234E-02
2.313000E+00,5.29785E+00,9.98535E+00,2.92969E-03
2.313600E+00,4.51660E+00,8.61816E+00,-6.15234E-02
2.313600E+00,5.24902E+00,9.93652E+00,-2.92969E-03
2.314200E+00,4.51660E+00,8.56934E+00,-6.15234E-02
2.314200E+00,5.24902E+00,9.69238E+00,-2.92969E-03
2.314800E+00,4.56543E+00,8.47168E+00,-5.76172E-02
2.314800E+00,5.24902E+00,9.39941E+00,-2.92969E-03
2.315400E+00,4.56543E+00,8.47168E+00,-6.34766E-02
2.315400E+00,5.24902E+00,9.30176E+00,-9.76563E-04
2.316000E+00,4.56543E+00,8.47168E+00,-7.12891E-02
2.316000E+00,5.24902E+00,9.35059E+00,1.07422E-02
2.316600E+00,4.51660E+00,8.52051E+00,-7.12891E-02
2.316600E+00,5.24902E+00,9.44824E+00,1.66016E-02
2.317200E+00,4.51660E+00,8.61816E+00,-8.10547E-02
2.317200E+00,5.24902E+00,9.59473E+00,1.66016E-02
2.317800E+00,4.51660E+00,8.71582E+00,-8.10547E-02
2.317800E+00,5.24902E+00,9.74121E+00,1.85547E-02
2.318400E+00,4.56543E+00,8.86230E+00,-7.12891E-02
2.318400E+00,5.24902E+00,9.74121E+00,1.85547E-02
2.319000E+00,4.51660E+00,9.00879E+00,-7.12891E-02
2.319000E+00,5.24902E+00,9.79004E+00,1.85547E-02
2.319600E+00,4.51660E+00,8.95996E+00,-7.12891E-02
2.319600E+00,5.24902E+00,9.79004E+00,1.85547E-02
2.320200E+00,4.51660E+00,8.71582E+00,-6.54297E-02
2.320200E+00,5.24902E+00,9.79004E+00,1.85547E-02
2.320800E+00,4.51660E+00,8.47168E+00,-6.34766E-02
2.320800E+00,5.24902E+00,9.64355E+00,1.66016E-02
2.321400E+00,4.51660E+00,8.27637E+00,-4.78516E-02
2.321400E+00,5.24902E+00,9.44824E+00,2.92969E-03
2.322000E+00,4.51660E+00,8.17871E+00,-4.78516E-02
2.322000E+00,5.24902E+00,9.10644E+00,-9.76563E-04
2.322600E+00,4.51660E+00,8.12988E+00,-4.98047E-02
2.322600E+00,5.24902E+00,9.00879E+00,-9.76563E-04
2.323200E+00,4.51660E+00,8.12988E+00,-4.98047E-02
2.323200E+00,5.24902E+00,8.95996E+00,9.76562E-04
2.323800E+00,4.56543E+00,8.22754E+00,-5.76172E-02
2.323800E+00,5.24902E+00,9.05762E+00,2.92969E-03
2.324400E+00,4.51660E+00,8.27637E+00,-6.54297E-02
2.324400E+00,5.24902E+00,9.20410E+00,1.46484E-02
2.325000E+00,4.51660E+00,8.42285E+00,-7.12891E-02
2.325000E+00,5.24902E+00,9.39941E+00,1.46484E-02
2.325600E+00,4.51660E+00,8.47168E+00,-7.12891E-02
2.325600E+00,5.24902E+00,9.39941E+00,2.44141E-02
2.326200E+00,4.51660E+00,8.61816E+00,-7.12891E-02
2.326200E+00,5.24902E+00,9.39941E+00,2.44141E-02
2.326800E+00,4.51660E+00,8.61816E+00,-5.95703E-02
2.326800E+00,5.20020E+00,9.44824E+00,1.66016E-02
2.327400E+00,4.46777E+00,8.61816E+00,-6.34766E-02
2.327400E+00,5.24902E+00,9.44824E+00,2.24609E-02
2.328000E+00,4.46777E+00,8.32519E+00,-6.34766E-02
2.328000E+00,5.24902E+00,9.39941E+00,2.24609E-02
2.328600E+00,4.51660E+00,8.17871E+00,-6.54297E-02
2.328600E+00,5.24902E+00,9.30176E+00,2.05078E-02
2.329200E+00,4.51660E+00,8.03223E+00,-6.54297E-02
2.329200E+00,5.24902E+00,9.00879E+00,2.05078E-02
2.329800E+00,4.51660E+00,8.03223E+00,-4.78516E-02
2.329800E+00,5.24902E+00,8.91113E+00,4.88281E-03
2.330400E+00,4.51660E+00,7.93457E+00,-4.78516E-02
2.330400E+00,5.24902E+00,8.76465E+00,4.88281E-03
2.331000E+00,4.51660E+00,7.93457E+00,-4.78516E-02
2.331000E+00,5.24902E+00,8.71582E+00,4.88281E-03
2.331600E+00,4.51660E+00,7.98340E+00,-4.98047E-02
2.331600E+00,5.24902E+00,8.86230E+00,6.83594E-03
2.332200E+00,4.51660E+00,8.08105E+00,-5.17578E-02
2.332200E+00,5.24902E+00,8.95996E+00,1.46484E-02
2.332800E+00,4.51660E+00,8.12988E+00,-6.15234E-02
2.332800E+00,5.24902E+00,9.05762E+00,2.24609E-02
2.333400E+00,4.51660E+00,8.27637E+00,-6.15234E-02
2.333400E+00,5.24902E+00,9.15527E+00,2.63672E-02
2.334000E+00,4.51660E+00,8.32519E+00,-6.73828E-02
2.334000E+00,5.29785E+00,9.20410E+00,2.63672E-02
2.334600E+00,4.51660E+00,8.42285E+00,-6.73828E-02
2.334600E+00,5.29785E+00,9.20410E+00,2.63672E-02
2.335200E+00,4.51660E+00,8.32519E+00,-4.98047E-02
2.335200E+00,5.24902E+00,9.20410E+00,1.85547E-02
2.335800E+00,4.51660E+00,8.32519E+00,-6.73828E-02
2.335800E+00,5.24902E+00,9.10644E+00,2.44141E-02
2.336400E+00,4.51660E+00,7.98340E+00,-6.73828E-02
2.336400E+00,5.24902E+00,9.10644E+00,2.44141E-02
2.337000E+00,4.51660E+00,7.88574E+00,-6.15234E-02
2.337000E+00,5.24902E+00,9.05762E+00,2.44141E-02
2.337600E+00,4.51660E+00,7.78809E+00,-6.15234E-02
2.337600E+00,5.24902E+00,8.76465E+00,2.24609E-02
2.338200E+00,4.46777E+00,7.73926E+00,-4.39453E-02
2.338200E+00,5.24902E+00,8.56934E+00,6.83594E-03
2.338800E+00,4.46777E+00,7.73926E+00,-4.19922E-02
2.338800E+00,5.24902E+00,8.56934E+00,6.83594E-03
2.339400E+00,4.51660E+00,7.73926E+00,-4.39453E-02
2.339400E+00,5.24902E+00,8.56934E+00,6.83594E-03
2.340000E+00,4.51660E+00,7.78809E+00,-4.39453E-02
2.340000E+00,5.20020E+00,8.71582E+00,1.66016E-02
2.340600E+00,4.51660E+00,7.88574E+00,-4.98047E-02
2.340600E+00,5.24902E+00,8.76465E+00,2.24609E-02
2.341200E+00,4.51660E+00,7.98340E+00,-5.56641E-02
2.341200E+00,5.24902E+00,8.86230E+00,3.02734E-02
2.341800E+00,4.51660E+00,8.08105E+00,-5.95703E-02
2.341800E+00,5.24902E+00,8.91113E+00,3.02734E-02
2.342400E+00,4.51660E+00,8.12988E+00,-6.93359E-02
2.342400E+00,5.24902E+00,8.95996E+00,2.83203E-02
2.343000E+00,4.51660E+00,8.17871E+00,-6.93359E-02
2.343000E+00,5.24902E+00,8.95996E+00,2.83203E-02
2.343600E+00,4.51660E+00,8.12988E+00,-4.39453E-02
2.343600E+00,5.24902E+00,8.91113E+00,1.46484E-02
2.344200E+00,4.51660E+00,7.73926E+00,-6.15234E-02
2.344200E+00,5.24902E+00,8.91113E+00,3.41797E-02
2.344800E+00,4.46777E+00,7.69043E+00,-6.15234E-02
2.344800E+00,5.24902E+00,8.76465E+00,3.41797E-02
2.345400E+00,4.46777E+00,7.59277E+00,-5.76172E-02
2.345400E+00,5.24902E+00,8.52051E+00,2.24609E-02
2.346000E+00,4.51660E+00,7.44629E+00,-4.98047E-02
2.346000E+00,5.24902E+00,8.42285E+00,2.24609E-02
2.346600E+00,4.46777E+00,7.39746E+00,-1.41602E-01
2.346600E+00,1.50146E+01,8.37402E+00,2.25586E-01
2.347200E+00,4.46777E+00,7.39746E+00,-1.41602E-01
2.347200E+00,1.50146E+01,8.37402E+00,2.25586E-01
2.347800E+00,1.42334E+01,7.49512E+00,1.07422E-02
2.347800E+00,1.50146E+01,8.42285E+00,1.53320E-01
2.348400E+00,1.41846E+01,7.54394E+00,7.51953E-02
2.348400E+00,1.49170E+01,8.56934E+00,1.82617E-01
2.349000E+00,1.41357E+01,7.69043E+00,1.14258E-01
2.349000E+00,1.49170E+01,8.71582E+00,2.06055E-01
2.349600E+00,1.41357E+01,7.88574E+00,1.35742E-01
2.349600E+00,1.48682E+01,8.91113E+00,2.33398E-01
2.350200E+00,1.41357E+01,8.08105E+00,1.41602E-01
2.350200E+00,1.48682E+01,9.00879E+00,2.41211E-01
2.350800E+00,1.40869E+01,8.17871E+00,1.51367E-01
2.350800E+00,1.48682E+01,9.15527E+00,2.54883E-01
2.351400E+00,1.40869E+01,8.32519E+00,1.51367E-01
2.351400E+00,1.48193E+01,9.15527E+00,2.54883E-01
2.352000E+00,1.40869E+01,8.42285E+00,1.80664E-01
2.352000E+00,1.48193E+01,9.20410E+00,2.35352E-01
2.352600E+00,1.40869E+01,8.08105E+00,1.72852E-01
2.352600E+00,1.48193E+01,9.20410E+00,2.58789E-01
2.353200E+00,1.40381E+01,8.08105E+00,1.72852E-01
2.353200E+00,1.48193E+01,9.20410E+00,2.60742E-01
2.353800E+00,1.39893E+01,8.08105E+00,1.78711E-01
2.353800E+00,1.48193E+01,9.00879E+00,2.60742E-01
2.354400E+00,1.39893E+01,8.08105E+00,1.88477E-01
2.354400E+00,1.47705E+01,8.86230E+00,2.54883E-01
2.355000E+00,1.40381E+01,8.08105E+00,1.90430E-01
2.355000E+00,1.47705E+01,8.91113E+00,2.50977E-01
