in s,C1 in V,C2 in V
-5.49000E+00,1.38428E+01,1.62842E+01
-5.48880E+00,1.38916E+01,1.68213E+01
-5.48760E+00,1.38916E+01,1.72119E+01
-5.48640E+00,1.38428E+01,1.62842E+01
-5.48520E+00,1.37939E+01,1.65283E+01
-5.48400E+00,1.38428E+01,1.72119E+01
-5.48280E+00,1.38916E+01,1.61865E+01
-5.48160E+00,1.39893E+01,1.62842E+01
-5.48040E+00,1.38428E+01,1.72119E+01
-5.47920E+00,1.37939E+01,1.68213E+01
-5.47800E+00,1.36963E+01,1.62354E+01
-5.47680E+00,1.37451E+01,1.66748E+01
-5.47560E+00,1.37451E+01,1.72119E+01
-5.47440E+00,1.37939E+01,1.63330E+01
-5.47320E+00,1.37939E+01,1.63330E+01
-5.47200E+00,1.37939E+01,1.71631E+01
-5.47080E+00,1.37451E+01,1.68213E+01
-5.46960E+00,1.37939E+01,1.61377E+01
-5.46840E+00,1.37451E+01,1.71143E+01
-5.46720E+00,1.38916E+01,1.72119E+01
-5.46600E+00,1.39404E+01,1.61377E+01
-5.46480E+00,1.37451E+01,1.66748E+01
-5.46360E+00,1.38916E+01,1.73584E+01
-5.46240E+00,1.37451E+01,1.62842E+01
-5.46120E+00,1.38428E+01,1.61865E+01
-5.46000E+00,1.37939E+01,1.69678E+01
-5.45880E+00,1.37939E+01,1.70166E+01
-5.45760E+00,1.36475E+01,1.59912E+01
-5.45640E+00,1.38916E+01,1.65283E+01
-5.45520E+00,1.36963E+01,1.72119E+01
-5.45400E+00,1.37939E+01,1.59912E+01
-5.45280E+00,1.35986E+01,1.65283E+01
-5.45160E+00,1.39404E+01,1.73584E+01
-5.45040E+00,1.37939E+01,1.64795E+01
-5.44920E+00,1.37939E+01,1.59912E+01
-5.44800E+00,1.37939E+01,1.67236E+01
-5.44680E+00,1.36475E+01,1.73096E+01
-5.44560E+00,1.38428E+01,1.60400E+01
-5.44440E+00,1.37939E+01,1.64795E+01
-5.44320E+00,1.37451E+01,1.71631E+01
-5.44200E+00,1.37451E+01,1.65771E+01
-5.44080E+00,1.36963E+01,1.61377E+01
-5.43960E+00,1.36475E+01,1.71143E+01
-5.43840E+00,1.37939E+01,1.69678E+01
-5.43720E+00,1.36475E+01,1.62354E+01
-5.43600E+00,1.36475E+01,1.65283E+01
-5.43480E+00,1.36475E+01,1.73096E+01
-5.43360E+00,1.37939E+01,1.64307E+01
-5.43240E+00,1.35986E+01,1.61377E+01
-5.43120E+00,1.36963E+01,1.69189E+01
-5.43000E+00,1.36475E+01,1.69678E+01
-5.42880E+00,1.36475E+01,1.59424E+01
-5.42760E+00,1.36963E+01,1.67725E+01
-5.42640E+00,1.36963E+01,1.71631E+01
-5.42520E+00,1.37451E+01,1.63818E+01
-5.42400E+00,1.37451E+01,1.64795E+01
-5.42280E+00,1.36963E+01,1.72119E+01
-5.42160E+00,1.35986E+01,1.62354E+01
-5.42040E+00,1.35498E+01,1.60400E+01
